"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0.5484,0.5431,0.5407,0.5335,0.5037,0.4733,0.4283,0.3062,0.1361
"2",0.2036,0.0522,0,0,0,0,0,0,0
"3",0.9311,0.929,0.9268,0.9268,0.9261,0.9287,0.9277,0.9243,0.9289
"4",0.931,0.9288,0.927,0.9265,0.9262,0.9283,0.923600000000001,0.9134,0.8903
