"","V1","V2","V3","V4","V5","V6"
"1",0.433,0.5148,0.5582,0.60075,0.61252,0.639833333333333
"2",0,0,0,0,0,0
"3",0.9102,0.9302,0.940933333333333,0.9444,0.94972,0.953966666666667
"4",0.9096,0.9291,0.9414,0.94405,0.9496,0.953766666666667
