"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,0,0,9.9009900990099e-05
"2",0,0,0,0,0,0
"3",0.0695726990177611,0.087340690115051,0.108415321006372,0.0890233893377225,0.0986070383714841,0.0980558775129778
"4",0.0706358949291953,0.0861982855527312,0.105176637422263,0.0911198288261939,0.0964082719447702,0.099145796047596
