"","V1","V2","V3","V4","V5","V6"
"1",0.05,0.045,0.0901015871039865,0.0910922779863991,0.0783280805839851,0.0255
"2",0,0,0,0,0,0
"3",0,0,0.0686200986882655,0.101431014358456,0.079028825815441,0.0248061230865355
