"","V1","V2","V3"
"1",0.435602409638554,0.0698192771084337,0
"2",0.744819277108434,0.130963855421687,0.209759036144578
"3",0.825903614457831,0.175180722891566,0.30078313253012
"4",0.860421686746988,0.210301204819277,0.384277108433735
"5",0.884397590361446,0.240301204819277,0.434036144578313
"6",0.903192771084337,0.268493975903615,0.458614457831325
"7",0.918253012048193,0.292349397590361,0.485602409638554
"8",0.930120481927711,0.314819277108434,0.505963855421687
"9",0.938132530120482,0.33421686746988,0.522349397590361
"10",0.944277108433735,0.354819277108434,0.535361445783133
"11",0.95,0.375542168674699,0.547469879518072
"12",0.955180722891567,0.39644578313253,0.555060240963856
"13",0.960060240963856,0.412590361445783,0.564879518072289
"14",0.963433734939759,0.428614457831325,0.572048192771084
"15",0.968433734939759,0.441204819277108,0.578433734939759
"16",0.972409638554217,0.456385542168675,0.583493975903615
"17",0.975421686746988,0.469277108433735,0.590481927710844
"18",0.977771084337349,0.482710843373494,0.596265060240964
"19",0.980481927710844,0.494518072289157,0.600361445783132
"20",0.982409638554217,0.504457831325302,0.605120481927711
"21",0.983614457831325,0.515722891566265,0.608674698795181
"22",0.984698795180723,0.526204819277109,0.612831325301205
"23",0.986084337349397,0.538855421686747,0.615722891566265
"24",0.987409638554216,0.549277108433735,0.618915662650602
"25",0.988313253012047,0.558192771084337,0.622951807228916
"26",0.988975903614457,0.568373493975903,0.625361445783133
"27",0.989518072289156,0.578915662650602,0.627409638554217
"28",0.990120481927711,0.587469879518072,0.628795180722892
"29",0.990662650602409,0.597048192771084,0.630602409638554
"30",0.990963855421686,0.60855421686747,0.63144578313253
