"","V1","V2","V3","V4","V5","V6"
"1",0,0.0029,0.0906999999999999,0.5189,0.8808,0.9857
"2",0,0,0,0,0,0
"3",0,0,0.0464,0.5441,0.8972,0.987999999999999
"4",0,0,0.0528,0.5444,0.8964,0.9882
