"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0156291919940814,0.0370747483898387,0.0515014466818335,0.0558995502082376,0.0655505554024314,0.0785935187141045,0.0788942787650752,0.0865878424258347,0.0834165024933797,0.0750339413374798
"2",0,0,0,0,0,0,0,0,0,0
"3",0.104618327564413,0.0850801286458803,0.0881369770556181,0.0856974455500545,0.0930868760066944,0.102151773030895,0.0972370504614333,0.099174742090094,0.0894295064634192,0.0893147483172547
"4",0.0934557239194736,0.0860776319553615,0.0883653931129045,0.089927141548412,0.0936338896183942,0.0997690636308315,0.0948909713788639,0.100271871206414,0.0874317123478899,0.0895425384470313
