"","V1","V2","V3"
"1",0,0,0
"2",0,0.01,0
"3",0,0.03,0
"4",0,0.03,0
"5",0,0.05,0
"6",0,0.05,0
"7",0,0.05,0
"8",0,0.07,0
"9",0,0.07,0
"10",0.000909090909090909,0.075,0
"11",0.000909090909090909,0.08,0
"12",0.00713131313131313,0.095,0.00888888888888889
"13",0.00713131313131313,0.095,0.00888888888888889
"14",0.00713131313131313,0.105,0.00888888888888889
"15",0.0184805194805195,0.12,0.00888888888888889
"16",0.0184805194805195,0.13,0.00888888888888889
"17",0.029036075036075,0.13,0.0272222222222222
"18",0.029036075036075,0.13,0.0272222222222222
"19",0.0287682178932179,0.13,0.0344949494949495
"20",0.0390539321789322,0.14,0.0788333333333333
"21",0.0390539321789322,0.146666666666667,0.0788333333333333
"22",0.038859126984127,0.146666666666667,0.0788333333333333
"23",0.038859126984127,0.158333333333333,0.0788333333333333
"24",0.0486027167277167,0.188333333333333,0.0789047619047619
"25",0.080910409035409,0.188333333333333,0.129916666666667
"26",0.0822067053317053,0.188333333333333,0.129916666666667
"27",0.0825036656812973,0.188333333333333,0.130044871794872
"28",0.0885634299910616,0.198333333333333,0.135499417249417
"29",0.089992001419633,0.204166666666667,0.135847402597403
"30",0.0957355397440537,0.210833333333333,0.135847402597403
