"","V1","V2","V3","V4","V5","V6"
"1",0.07,0.0866666666666667,0.0735431280106203,0.0732151836850471,0.0689874019317226,0.0668939343685057
"2",0,0,0,0,0,0
"3",0,0,0.0380034766229309,0.0974650433191118,0.0943192827942502,0.0901211107732634
"4",0,0,0.0434389738423759,0.0986560464213535,0.096151912268945,0.0895454022997272
