"","V1","V2","V3"
"1",0,0,0
"2",0,8.33333333333333e-05,0
"3",0,0.000166666666666667,0
"4",0,0.00025,0
"5",0,0.00025,0
"6",0,0.000333333333333333,0
"7",0,0.000333333333333333,0
"8",0,0.000333333333333333,0
"9",0,0.000333333333333333,0
"10",0.000833333333333333,5e-04,0
"11",0.000833333333333333,0.000583333333333333,0
"12",0.00266666666666667,0.000666666666666667,8.33333333333333e-05
"13",0.00266666666666667,0.00075,8.33333333333333e-05
"14",0.00266666666666667,0.00075,8.33333333333333e-05
"15",0.0035,0.000833333333333333,8.33333333333333e-05
"16",0.0035,0.000833333333333333,8.33333333333333e-05
"17",0.00525,0.000833333333333333,0.000166666666666667
"18",0.00525,0.000833333333333333,0.000166666666666667
"19",0.00541666666666667,0.000833333333333333,0.000416666666666667
"20",0.00633333333333333,0.000833333333333333,0.00075
"21",0.00633333333333333,0.000916666666666667,0.00075
"22",0.00658333333333333,0.000916666666666667,0.00075
"23",0.00658333333333333,0.000916666666666667,0.00075
"24",0.007,0.00108333333333333,0.00075
"25",0.00841666666666667,0.00108333333333333,0.00116666666666667
"26",0.00908333333333333,0.00108333333333333,0.00116666666666667
"27",0.00933333333333333,0.00108333333333333,0.00116666666666667
"28",0.01075,0.00108333333333333,0.00158333333333333
"29",0.0115,0.00125,0.00158333333333333
"30",0.0129166666666667,0.00125,0.00158333333333333
