"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,8.33333333333333e-05,0,0
"2",0,0,0,0,0,0
"3",0.0909391771070736,0.0994757921414227,0.0970598689179904,0.0993427512427844,0.0954867102311868,0.0980998389730726
"4",0.0906994714489359,0.100408442442234,0.0954933491265181,0.0986352139402694,0.0960060657866457,0.0965466335498717
