"","V1","V2","V3"
"1",0.00638064520497396,0.00821928948244738,0
"2",0.0192006596199217,0.0147604705951027,0.0161494482407804
"3",0.0286343688679738,0.0222494461099467,0.0260378575134664
"4",0.039332350203581,0.030498467267452,0.0363308149455755
"5",0.0481054423508761,0.037735033340294,0.0452502444697961
"6",0.0569391748256704,0.0450633916715103,0.0547722536879419
"7",0.0671151973761054,0.0546090576649652,0.064835801083102
"8",0.0766434077813891,0.0634520107904331,0.0782292087764271
"9",0.0872322070465365,0.0694838019297499,0.0899786948606857
"10",0.0953006388119404,0.0759797894972818,0.0998522020880057
"11",0.105005490087735,0.0838507290463744,0.108750113059715
"12",0.112039025158096,0.0889899851239929,0.116693938065323
"13",0.121705346802494,0.0968619047285836,0.129190992498378
"14",0.131566625722101,0.103810653612718,0.140614328142216
"15",0.143531832484545,0.111069453407067,0.150857052150532
"16",0.155339676143274,0.118670346284277,0.161277286299141
"17",0.165024142868543,0.124226735984356,0.170108099448294
"18",0.175721854560665,0.129279915148171,0.181320571250661
"19",0.184952759676864,0.135901891875049,0.190387188380638
"20",0.195846183001993,0.142771436923112,0.204554223751893
"21",0.205597459855119,0.152703679437147,0.213052085656059
"22",0.215590664774371,0.16107149601844,0.22492988413629
"23",0.225024592165399,0.169262161952132,0.23512441906486
"24",0.236823297448074,0.176389212208303,0.246061385900678
"25",0.24606515721667,0.184265851268405,0.256764039253724
"26",0.255354818253491,0.191594790614863,0.265625993882468
"27",0.266037706035036,0.199729719787549,0.275654506580371
"28",0.275841287175212,0.208538608078769,0.283915111652211
"29",0.287063801666502,0.215453826029622,0.295429008525521
"30",0.297308638993201,0.223179976909862,0.305399637670452
