"","V1","V2","V3","V4","V5","V6"
"1",0.4554,0.5118,0.567266666666667,0.59705,0.63548,0.6461
"2",0,0,0,0,0,0
"3",0.4274,0.545,0.595533333333333,0.63085,0.6698,0.688466666666667
"4",0.4122,0.5421,0.595866666666667,0.63215,0.6694,0.687299999999999
