"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0
"3",0.0929297617893514,0.0925033114588658,0.0960954294110183,0.0969834080970604,0.0997447842601004,0.0934857970468617,0.0967829673666968,0.0922824050061766,0.0940971246410551,0.0914564116556954
"4",0.102913261471395,0.0907657390099578,0.0963473152417249,0.09237251094542,0.100049889864087,0.0922066005056844,0.0958989608008241,0.0926970313625981,0.0943402543660597,0.0920022083980514
