"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"adapt_alpha1",0,0.00869565217391304,0.0163934426229508,0,0.00826446280991736,0,0.00833333333333333,0,0.0163934426229508,0,0,0,0,0,0.00826446280991736,0,0.024390243902439,0,0,0,0,0.0163934426229508,0,0.00840336134453781,0.024390243902439,0.0163934426229508,0,0.00826446280991736,0,0,0,0,0.032258064516129,0.04,0,0,0.00826446280991736,0,0.00826446280991736,0.00826446280991736,0,0,0.00840336134453781,0,0.00826446280991736,0.00826446280991736,0,0.04,0,0,0.00826446280991736,0,0,0.0245901639344262,0.00826446280991736,0,0,0,0,0,0.0163934426229508,0.00826446280991736,0.00826446280991736,0.00826446280991736,0.032258064516129,0.0163934426229508,0,0.00826446280991736,0.032258064516129,0.0163934426229508,0,0,0,0.00826446280991736,0.0163934426229508,0,0,0,0,0,0,0,0.00826446280991736,0.00826446280991736,0.024390243902439,0.032258064516129,0.0165289256198347,0.00840336134453781,0,0.0245901639344262,0,0,0.025,0.00826446280991736,0.00847457627118644,0.00826446280991736,0.00826446280991736,0,0,0
"adapt_alpha2",0.00840336134453781,0.00862068965517241,0.024390243902439,0.0163934426229508,0.0163934426229508,0.00826446280991736,0.00833333333333333,0.024390243902439,0.024390243902439,0.024390243902439,0,0.00826446280991736,0.00826446280991736,0.00826446280991736,0.0909090909090909,0,0.032258064516129,0.00826446280991736,0.032258064516129,0.0163934426229508,0,0.0163934426229508,0,0.0165289256198347,0.024390243902439,0.04,0,0.0163934426229508,0,0.00826446280991736,0.0163934426229508,0.00826446280991736,0.0625,0.0551181102362205,0.0163934426229508,0,0.0163934426229508,0,0.032258064516129,0.00826446280991736,0.00826446280991736,0,0.0166666666666667,0,0.00826446280991736,0.0476190476190476,0.024390243902439,0.04,0.0163934426229508,0.032520325203252,0.00826446280991736,0.0163934426229508,0,0.024390243902439,0.024390243902439,0.00826446280991736,0,0.00826446280991736,0,0,0.024390243902439,0.0163934426229508,0.0163934426229508,0.00826446280991736,0.04,0.024390243902439,0.0163934426229508,0.0163934426229508,0.032258064516129,0.024390243902439,0,0,0.00833333333333333,0.0163934426229508,0.024390243902439,0,0,0,0.024390243902439,0,0.04,0.0163934426229508,0.00826446280991736,0.0163934426229508,0.0551181102362205,0.032258064516129,0.0163934426229508,0.00826446280991736,0.00826446280991736,0.04,0.0163934426229508,0.00826446280991736,0.0245901639344262,0.00826446280991736,0.00840336134453781,0.00826446280991736,0.00826446280991736,0,0.00826446280991736,0.024390243902439
"adapt_alpha3",0.00840336134453781,0.00854700854700855,0.024390243902439,0.0163934426229508,0.024390243902439,0.032258064516129,0.032258064516129,0.024390243902439,0.04,0.024390243902439,0,0.024390243902439,0.0163934426229508,0.024390243902439,0.104477611940299,0.00826446280991736,0.0476190476190476,0.0163934426229508,0.0476190476190476,0.0163934426229508,0,0.032258064516129,0,0.0163934426229508,0.04,0.0476190476190476,0.00826446280991736,0.111111111111111,0,0.0163934426229508,0.024390243902439,0.0163934426229508,0.117647058823529,0.0625,0.0163934426229508,0,0.0163934426229508,0,0.032258064516129,0.0163934426229508,0.0163934426229508,0,0.0165289256198347,0.00847457627118644,0.0163934426229508,0.0551181102362205,0.024390243902439,0.04,0.024390243902439,0.032520325203252,0.0163934426229508,0.024390243902439,0,0.024390243902439,0.032258064516129,0.0163934426229508,0.00826446280991736,0.00826446280991736,0,0,0.0551181102362205,0.024390243902439,0.0163934426229508,0.00826446280991736,0.0476190476190476,0.0476190476190476,0.0163934426229508,0.0163934426229508,0.032258064516129,0.024390243902439,0.00833333333333333,0.00826446280991736,0.0163934426229508,0.0163934426229508,0.0625,0,0.00826446280991736,0,0.024390243902439,0,0.04,0.0163934426229508,0.024390243902439,0.0163934426229508,0.0625,0.04,0.024390243902439,0.00826446280991736,0.032258064516129,0.04,0.024390243902439,0.0163934426229508,0.048,0.00826446280991736,0.0247933884297521,0.04,0.032258064516129,0.00826446280991736,0.024390243902439,0.024390243902439
"adapt_alpha4",0.0166666666666667,0.00847457627118644,0.0476190476190476,0.0163934426229508,0.0476190476190476,0.0476190476190476,0.0625,0.024390243902439,0.0476190476190476,0.024390243902439,0,0.032258064516129,0.0163934426229508,0.0476190476190476,0.104477611940299,0.00826446280991736,0.0476190476190476,0.0163934426229508,0.0625,0.024390243902439,0.00826446280991736,0.0476190476190476,0.00826446280991736,0.0163934426229508,0.0697674418604651,0.0476190476190476,0.0163934426229508,0.117647058823529,0.00826446280991736,0.04,0.0476190476190476,0.024390243902439,0.117647058823529,0.0909090909090909,0.0163934426229508,0,0.0551181102362205,0.0163934426229508,0.032258064516129,0.0163934426229508,0.0163934426229508,0,0.0245901639344262,0.0245901639344262,0.0163934426229508,0.083969465648855,0.04,0.0551181102362205,0.024390243902439,0.04,0.0163934426229508,0.032258064516129,0.0163934426229508,0.024390243902439,0.0476190476190476,0.0163934426229508,0.00826446280991736,0.024390243902439,0,0.00826446280991736,0.0909090909090909,0.024390243902439,0.0163934426229508,0.00826446280991736,0.0697674418604651,0.0551181102362205,0.0163934426229508,0.024390243902439,0.0551181102362205,0.024390243902439,0.04,0.024390243902439,0.0163934426229508,0.024390243902439,0.0697674418604651,0.0163934426229508,0.0163934426229508,0,0.04,0.0476190476190476,0.0625,0.0769230769230769,0.024390243902439,0.0163934426229508,0.0977443609022556,0.0476190476190476,0.04,0.00826446280991736,0.04,0.04,0.0769230769230769,0.04,0.0625,0.032258064516129,0.0846153846153846,0.04,0.032258064516129,0.00826446280991736,0.0625,0.0769230769230769
"adapt_alpha5",0.0163934426229508,0.0247933884297521,0.0551181102362205,0.0163934426229508,0.0476190476190476,0.0551181102362205,0.0697674418604651,0.032258064516129,0.0551181102362205,0.032258064516129,0,0.0625,0.04,0.0476190476190476,0.130434782608696,0.00826446280991736,0.0551181102362205,0.032258064516129,0.083969465648855,0.032258064516129,0.04,0.0551181102362205,0.0163934426229508,0.0551181102362205,0.0769230769230769,0.0476190476190476,0.032258064516129,0.130434782608696,0.024390243902439,0.04,0.0551181102362205,0.032258064516129,0.142857142857143,0.104477611940299,0.0163934426229508,0.0163934426229508,0.0909090909090909,0.0163934426229508,0.032258064516129,0.032258064516129,0.024390243902439,0.00826446280991736,0.0625,0.0245901639344262,0.032258064516129,0.117647058823529,0.04,0.0551181102362205,0.04,0.04,0.032258064516129,0.04,0.0163934426229508,0.04,0.0625,0.0476190476190476,0.00826446280991736,0.04,0.00826446280991736,0.024390243902439,0.0909090909090909,0.024390243902439,0.024390243902439,0.0625,0.0697674418604651,0.0625,0.032258064516129,0.024390243902439,0.0551181102362205,0.04,0.04,0.0476190476190476,0.032258064516129,0.0551181102362205,0.0697674418604651,0.04,0.104477611940299,0.00840336134453781,0.0551181102362205,0.0625,0.0625,0.0909090909090909,0.0476190476190476,0.024390243902439,0.0977443609022556,0.0476190476190476,0.04,0.04,0.0476190476190476,0.04,0.083969465648855,0.04,0.0625,0.0551181102362205,0.124087591240876,0.04,0.032258064516129,0.032258064516129,0.0625,0.0769230769230769
"adapt_alpha6",0.0163934426229508,0.0245901639344262,0.0625,0.0163934426229508,0.0476190476190476,0.0625,0.142857142857143,0.04,0.0551181102362205,0.04,0.032258064516129,0.0697674418604651,0.0625,0.0625,0.136690647482014,0.0163934426229508,0.0697674418604651,0.032258064516129,0.117647058823529,0.032258064516129,0.04,0.0551181102362205,0.0551181102362205,0.0551181102362205,0.124087591240876,0.0476190476190476,0.032258064516129,0.154929577464789,0.0551181102362205,0.04,0.0625,0.0476190476190476,0.142857142857143,0.124087591240876,0.0163934426229508,0.0163934426229508,0.111111111111111,0.024390243902439,0.04,0.032258064516129,0.024390243902439,0.0163934426229508,0.0625,0.032520325203252,0.0476190476190476,0.124087591240876,0.04,0.0625,0.04,0.0769230769230769,0.032258064516129,0.0476190476190476,0.0163934426229508,0.0697674418604651,0.0697674418604651,0.0625,0.0163934426229508,0.0551181102362205,0.024390243902439,0.032258064516129,0.111111111111111,0.024390243902439,0.024390243902439,0.0697674418604651,0.0697674418604651,0.0625,0.032258064516129,0.032258064516129,0.0625,0.04,0.0625,0.0551181102362205,0.032258064516129,0.0551181102362205,0.130434782608696,0.0476190476190476,0.111111111111111,0.0166666666666667,0.0551181102362205,0.0697674418604651,0.083969465648855,0.0909090909090909,0.0476190476190476,0.04,0.117647058823529,0.0476190476190476,0.0551181102362205,0.04,0.0625,0.04,0.111111111111111,0.04,0.0625,0.0551181102362205,0.160839160839161,0.0476190476190476,0.032258064516129,0.032258064516129,0.0697674418604651,0.0769230769230769
"adapt_alpha7",0.032258064516129,0.0476190476190476,0.0769230769230769,0.0163934426229508,0.0476190476190476,0.0625,0.142857142857143,0.0551181102362205,0.0551181102362205,0.04,0.0476190476190476,0.136690647482014,0.0977443609022556,0.0625,0.160839160839161,0.0163934426229508,0.0769230769230769,0.032258064516129,0.117647058823529,0.032258064516129,0.0551181102362205,0.0697674418604651,0.0625,0.0625,0.124087591240876,0.0551181102362205,0.04,0.166666666666667,0.0551181102362205,0.0476190476190476,0.083969465648855,0.0909090909090909,0.142857142857143,0.136690647482014,0.032258064516129,0.032258064516129,0.117647058823529,0.04,0.04,0.0551181102362205,0.032258064516129,0.0163934426229508,0.0625,0.048,0.0551181102362205,0.130434782608696,0.083969465648855,0.0769230769230769,0.04,0.0769230769230769,0.0697674418604651,0.083969465648855,0.0163934426229508,0.117647058823529,0.083969465648855,0.0625,0.024390243902439,0.0551181102362205,0.024390243902439,0.032258064516129,0.124087591240876,0.032258064516129,0.024390243902439,0.0977443609022556,0.0769230769230769,0.0697674418604651,0.032258064516129,0.0697674418604651,0.0697674418604651,0.04,0.083969465648855,0.0769230769230769,0.0476190476190476,0.0551181102362205,0.130434782608696,0.0476190476190476,0.124087591240876,0.0166666666666667,0.0769230769230769,0.083969465648855,0.083969465648855,0.117647058823529,0.0769230769230769,0.0551181102362205,0.148936170212766,0.0697674418604651,0.0697674418604651,0.0476190476190476,0.0625,0.0551181102362205,0.136690647482014,0.04,0.0625,0.0551181102362205,0.166666666666667,0.0476190476190476,0.0769230769230769,0.032258064516129,0.0697674418604651,0.104477611940299
"adapt_alpha8",0.0476190476190476,0.0551181102362205,0.083969465648855,0.0163934426229508,0.0625,0.0625,0.154929577464789,0.0625,0.0625,0.04,0.0625,0.136690647482014,0.0977443609022556,0.0697674418604651,0.166666666666667,0.0163934426229508,0.083969465648855,0.0551181102362205,0.117647058823529,0.032258064516129,0.0551181102362205,0.0769230769230769,0.0625,0.0625,0.148936170212766,0.0551181102362205,0.0625,0.166666666666667,0.0625,0.0769230769230769,0.083969465648855,0.0977443609022556,0.148936170212766,0.142857142857143,0.0476190476190476,0.0697674418604651,0.117647058823529,0.0769230769230769,0.04,0.0769230769230769,0.032258064516129,0.0163934426229508,0.0625,0.048,0.0769230769230769,0.130434782608696,0.111111111111111,0.0769230769230769,0.0551181102362205,0.0977443609022556,0.0697674418604651,0.0977443609022556,0.032258064516129,0.117647058823529,0.0909090909090909,0.0769230769230769,0.032258064516129,0.0697674418604651,0.024390243902439,0.0697674418604651,0.136690647482014,0.0625,0.024390243902439,0.0977443609022556,0.0977443609022556,0.0909090909090909,0.032258064516129,0.0697674418604651,0.083969465648855,0.0476190476190476,0.083969465648855,0.083969465648855,0.0476190476190476,0.0551181102362205,0.142857142857143,0.0551181102362205,0.130434782608696,0.0166666666666667,0.0769230769230769,0.083969465648855,0.111111111111111,0.148936170212766,0.0769230769230769,0.0551181102362205,0.148936170212766,0.0769230769230769,0.0769230769230769,0.0551181102362205,0.0625,0.0551181102362205,0.136690647482014,0.0476190476190476,0.0697674418604651,0.0625,0.166666666666667,0.0551181102362205,0.083969465648855,0.0697674418604651,0.083969465648855,0.111111111111111
"adapt_alpha9",0.0697674418604651,0.0551181102362205,0.083969465648855,0.024390243902439,0.0697674418604651,0.0769230769230769,0.183673469387755,0.0697674418604651,0.0697674418604651,0.04,0.0625,0.136690647482014,0.104477611940299,0.0909090909090909,0.183673469387755,0.0551181102362205,0.111111111111111,0.0625,0.117647058823529,0.04,0.0625,0.111111111111111,0.0769230769230769,0.0697674418604651,0.154929577464789,0.0551181102362205,0.0625,0.178082191780822,0.0697674418604651,0.111111111111111,0.0977443609022556,0.104477611940299,0.148936170212766,0.172413793103448,0.0476190476190476,0.0769230769230769,0.124087591240876,0.124087591240876,0.0625,0.083969465648855,0.032258064516129,0.024390243902439,0.0697674418604651,0.048,0.104477611940299,0.136690647482014,0.124087591240876,0.0769230769230769,0.0625,0.124087591240876,0.0697674418604651,0.0977443609022556,0.04,0.124087591240876,0.0977443609022556,0.0769230769230769,0.0476190476190476,0.0697674418604651,0.0551181102362205,0.0697674418604651,0.136690647482014,0.0769230769230769,0.0476190476190476,0.0977443609022556,0.0977443609022556,0.0909090909090909,0.032258064516129,0.0697674418604651,0.083969465648855,0.0551181102362205,0.083969465648855,0.0977443609022556,0.0551181102362205,0.0551181102362205,0.142857142857143,0.0551181102362205,0.130434782608696,0.056,0.0769230769230769,0.083969465648855,0.111111111111111,0.172413793103448,0.0769230769230769,0.0551181102362205,0.154929577464789,0.0769230769230769,0.0769230769230769,0.0697674418604651,0.0625,0.0769230769230769,0.136690647482014,0.0551181102362205,0.0769230769230769,0.0977443609022556,0.189189189189189,0.0625,0.142857142857143,0.0697674418604651,0.117647058823529,0.117647058823529
"adapt_alpha10",0.104477611940299,0.0551181102362205,0.083969465648855,0.024390243902439,0.083969465648855,0.0909090909090909,0.183673469387755,0.0697674418604651,0.0697674418604651,0.0476190476190476,0.0697674418604651,0.160839160839161,0.104477611940299,0.0977443609022556,0.194630872483221,0.0551181102362205,0.148936170212766,0.0625,0.124087591240876,0.04,0.111111111111111,0.117647058823529,0.083969465648855,0.0909090909090909,0.154929577464789,0.0625,0.0625,0.178082191780822,0.0769230769230769,0.111111111111111,0.0977443609022556,0.104477611940299,0.160839160839161,0.172413793103448,0.0551181102362205,0.0769230769230769,0.160839160839161,0.124087591240876,0.104477611940299,0.111111111111111,0.032258064516129,0.024390243902439,0.0769230769230769,0.048,0.111111111111111,0.136690647482014,0.130434782608696,0.111111111111111,0.0625,0.148936170212766,0.083969465648855,0.0977443609022556,0.04,0.130434782608696,0.104477611940299,0.083969465648855,0.0476190476190476,0.083969465648855,0.0697674418604651,0.0977443609022556,0.136690647482014,0.104477611940299,0.0476190476190476,0.124087591240876,0.0977443609022556,0.0909090909090909,0.032258064516129,0.0909090909090909,0.083969465648855,0.083969465648855,0.083969465648855,0.104477611940299,0.0977443609022556,0.0625,0.142857142857143,0.0697674418604651,0.130434782608696,0.056,0.0769230769230769,0.0909090909090909,0.117647058823529,0.172413793103448,0.083969465648855,0.0551181102362205,0.166666666666667,0.0769230769230769,0.0977443609022556,0.083969465648855,0.0625,0.0977443609022556,0.154929577464789,0.0551181102362205,0.0769230769230769,0.0977443609022556,0.189189189189189,0.083969465648855,0.148936170212766,0.104477611940299,0.117647058823529,0.117647058823529
