"","V1","V2","V3","V4"
"result.1",0.57,0,0.61,0.61
"result.2",0.5,0,0.52,0.51
"result.3",0.5,0.01,0.55,0.55
"result.4",0.57,0,0.53,0.52
"result.5",0.36,0,0.36,0.37
"result.6",0.54,0,0.46,0.46
"result.7",0.41,0,0.5,0.51
"result.8",0.64,0,0.63,0.63
"result.9",0.61,0,0.62,0.63
"result.10",0.62,0,0.67,0.66
"result.11",0.6,0,0.58,0.59
"result.12",0.57,0,0.37,0.36
"result.13",0.55,0,0.64,0.64
"result.14",0.43,0,0.38,0.38
"result.15",0.54,0,0.53,0.53
"result.16",0.57,0,0.6,0.6
"result.17",0.57,0,0.6,0.6
"result.18",0.52,0,0.57,0.57
"result.19",0.51,0,0.57,0.57
"result.20",0.45,0,0.44,0.44
"result.21",0.47,0,0.48,0.48
"result.22",0.53,0,0.5,0.49
"result.23",0.58,0,0.48,0.53
"result.24",0.56,0,0.64,0.64
"result.25",0.45,0,0.39,0.4
"result.26",0.65,0,0.66,0.67
"result.27",0.6,0,0.65,0.65
"result.28",0.54,0,0.55,0.55
"result.29",0.69,0,0.72,0.72
"result.30",0.53,0,0.47,0.47
"result.31",0.62,0,0.72,0.72
"result.32",0.59,0,0.43,0.43
"result.33",0.52,0,0.28,0.27
"result.34",0.52,0,0.57,0.57
"result.35",0.46,0,0.61,0.61
"result.36",0.73,0,0.75,0.75
"result.37",0.63,0,0.64,0.64
"result.38",0.7,0,0.75,0.75
"result.39",0.52,0,0.39,0.4
"result.40",0.57,0,0.58,0.56
"result.41",0.54,0,0.54,0.54
"result.42",0.54,0,0.54,0.55
"result.43",0.58,0,0.64,0.64
"result.44",0.52,0,0.45,0.46
"result.45",0.55,0,0.52,0.52
"result.46",0.53,0,0.56,0.54
"result.47",0.52,0,0.52,0.52
"result.48",0.56,0,0.55,0.55
"result.49",0.59,0,0.45,0.45
"result.50",0.63,0,0.59,0.58
"result.51",0.58,0,0.57,0.57
"result.52",0.52,0,0.45,0.45
"result.53",0.51,0,0.49,0.47
"result.54",0.58,0,0.58,0.58
"result.55",0.55,0,0.54,0.53
"result.56",0.64,0,0.66,0.67
"result.57",0.48,0,0.35,0.34
"result.58",0.62,0,0.47,0.47
"result.59",0.61,0,0.59,0.59
"result.60",0.56,0,0.65,0.63
"result.61",0.47,0,0.64,0.64
"result.62",0.64,0,0.63,0.63
"result.63",0.53,0,0.52,0.51
"result.64",0.55,0,0.37,0.37
"result.65",0.64,0,0.65,0.65
"result.66",0.47,0,0.44,0.45
"result.67",0.61,0,0.61,0.61
"result.68",0.55,0,0.55,0.55
"result.69",0.61,0,0.64,0.63
"result.70",0.48,0,0.51,0.5
"result.71",0.46,0,0.51,0.5
"result.72",0.48,0,0.43,0.43
"result.73",0.54,0,0.5,0.51
"result.74",0.55,0,0.61,0.61
"result.75",0.46,0,0.46,0.45
"result.76",0.55,0,0.62,0.62
"result.77",0.48,0,0.4,0.41
"result.78",0.53,0,0.53,0.53
"result.79",0.45,0,0.33,0.33
"result.80",0.54,0,0.28,0.3
"result.81",0.53,0,0.44,0.44
"result.82",0.56,0,0.56,0.56
"result.83",0.59,0,0.7,0.7
"result.84",0.6,0,0.57,0.58
"result.85",0.59,0,0.67,0.67
"result.86",0.58,0,0.57,0.58
"result.87",0.48,0,0.49,0.5
"result.88",0.57,0,0.37,0.37
"result.89",0.55,0,0.46,0.48
"result.90",0.7,0,0.68,0.68
"result.91",0.62,0,0.65,0.65
"result.92",0.66,0,0.71,0.71
"result.93",0.63,0,0.64,0.64
"result.94",0.5,0,0.5,0.5
"result.95",0.52,0,0.64,0.64
"result.96",0.6,0,0.56,0.56
"result.97",0.62,0,0.63,0.64
"result.98",0.5,0,0.46,0.46
"result.99",0.49,0,0.42,0.42
"result.100",0.51,0,0.5,0.49
