"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,0,0,0
"2",0,0,0,0,0,0
"3",0.0682209034147808,0.0981128734029565,0.0994462313573111,0.0984244308799227,0.087569552297079,0.0918722749268963
"4",0.065422811022685,0.0967352342138257,0.100440781015221,0.0971113669209748,0.0905397661896142,0.0919544364018697
