"","V1","V2","V3","V4","V5","V6"
"1",0,0.0027,0.0915,0.5102,0.8822,0.9873
"2",0,0,0,0,0,0
"3",0,0,0.0468,0.5383,0.8945,0.9897
"4",0,0,0.0415,0.5343,0.8935,0.990199999999999
