"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,0,0,5.0251256281407e-05
"2",0,0,0,0,0,0
"3",0.0996004584815693,0.0946901360714172,0.101619476565419,0.0968644230467698,0.0952298285254633,0.102377757858075
"4",0.0970500890409253,0.0953631666684006,0.0987869627805836,0.0960400468563243,0.0967506977788472,0.101563809124662
