"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0,0.0160833333333333,0,0.72925,0.277333333333333,0,0.991249999999999,0.7335,0.726083333333333
"2",0.358416666666667,0.03125,0,0.93175,0.355583333333333,0.468833333333333,0.997666666666666,0.795,0.8925
"3",0.516916666666667,0.04475,0.0220833333333333,0.951916666666667,0.411083333333333,0.581,0.998416666666666,0.830083333333333,0.913666666666667
"4",0.596583333333333,0.0576666666666667,0.0574166666666667,0.959916666666667,0.45225,0.657,0.999166666666667,0.851,0.925166666666667
"5",0.644666666666666,0.0729166666666667,0.101916666666667,0.968333333333333,0.4885,0.69025,0.999583333333333,0.8685,0.932916666666667
"6",0.676833333333334,0.08125,0.139333333333333,0.971666666666667,0.514333333333333,0.7145,0.999666666666667,0.88,0.939166666666667
"7",0.704,0.0895833333333333,0.166416666666667,0.974083333333333,0.536583333333333,0.736666666666666,0.99975,0.889916666666666,0.942833333333334
"8",0.729916666666667,0.098,0.189916666666667,0.976166666666667,0.556916666666667,0.748,0.99975,0.897333333333333,0.946166666666667
"9",0.748416666666666,0.105333333333333,0.201583333333333,0.977333333333333,0.57225,0.76275,0.99975,0.904083333333333,0.948333333333333
"10",0.758333333333333,0.113416666666667,0.22,0.97875,0.589166666666667,0.775,0.99975,0.910083333333333,0.950916666666666
"11",0.774583333333333,0.119083333333333,0.23975,0.979833333333333,0.601333333333333,0.786583333333334,0.99975,0.916166666666667,0.952833333333333
"12",0.785833333333333,0.12675,0.25325,0.981166666666666,0.614833333333333,0.796916666666667,0.99975,0.9205,0.954666666666666
"13",0.798,0.1355,0.26275,0.982,0.62725,0.802666666666667,0.999833333333333,0.924916666666667,0.956166666666666
"14",0.808,0.142916666666667,0.275,0.983333333333333,0.639,0.8095,0.999916666666667,0.929583333333334,0.957333333333333
"15",0.818833333333333,0.15175,0.294416666666667,0.983666666666666,0.650416666666666,0.813916666666667,0.999916666666667,0.93275,0.957833333333333
"16",0.827166666666666,0.16,0.302416666666667,0.983833333333333,0.661583333333333,0.821416666666667,0.999916666666667,0.93575,0.958666666666666
"17",0.8345,0.167333333333333,0.312,0.983916666666666,0.6705,0.825416666666667,0.999916666666667,0.93775,0.959416666666666
"18",0.840583333333333,0.17775,0.324583333333333,0.984166666666666,0.68175,0.8305,0.999916666666667,0.940166666666667,0.9605
"19",0.845583333333333,0.184416666666667,0.332583333333333,0.9845,0.68975,0.83475,0.999916666666667,0.94225,0.961166666666666
"20",0.85175,0.192333333333333,0.345333333333333,0.984666666666666,0.697583333333333,0.839166666666667,0.999916666666667,0.944583333333334,0.961666666666666
"21",0.857583333333333,0.201333333333333,0.352833333333333,0.985083333333333,0.706166666666667,0.842083333333334,0.999916666666667,0.946916666666667,0.962416666666666
"22",0.862916666666667,0.20675,0.361,0.985416666666666,0.713833333333333,0.845166666666667,0.999916666666667,0.9485,0.963
"23",0.86725,0.216333333333333,0.37025,0.98575,0.72075,0.848916666666667,0.999916666666667,0.951083333333334,0.963666666666666
"24",0.873,0.22525,0.379,0.98575,0.7275,0.85375,0.999916666666667,0.952833333333334,0.964083333333333
"25",0.876833333333333,0.234833333333333,0.3855,0.98575,0.733833333333334,0.856916666666667,0.999916666666667,0.954,0.964666666666666
"26",0.880583333333333,0.240416666666667,0.391,0.985916666666666,0.739833333333334,0.859,0.999916666666667,0.955500000000001,0.965333333333333
"27",0.884833333333333,0.249083333333333,0.3985,0.98625,0.745916666666667,0.86275,0.999916666666667,0.957500000000001,0.96575
"28",0.888333333333333,0.2555,0.404666666666667,0.9865,0.751166666666667,0.866083333333333,0.999916666666667,0.9585,0.965999999999999
"29",0.890666666666667,0.263,0.412916666666667,0.986666666666666,0.75625,0.868666666666666,0.999916666666667,0.959916666666667,0.966333333333333
"30",0.89475,0.268083333333333,0.417666666666667,0.986916666666666,0.762,0.870583333333333,0.999916666666667,0.961,0.966583333333333
