"","V1","V2","V3","V4"
"result.1",0.87,0,0.91,0.91
"result.2",0.94,0,0.96,0.95
"result.3",0.9,0,0.92,0.91
"result.4",0.86,0,0.92,0.89
"result.5",0.9,0,0.9,0.9
"result.6",0.83,0,0.83,0.83
"result.7",0.86,0,0.91,0.91
"result.8",0.86,0,0.89,0.89
"result.9",0.91,0,0.93,0.93
"result.10",0.81,0,0.81,0.81
"result.11",0.86,0,0.86,0.86
"result.12",0.9,0,0.94,0.93
"result.13",0.91,0,0.92,0.93
"result.14",0.93,0,0.93,0.93
"result.15",0.87,0,0.9,0.9
"result.16",0.89,0,0.91,0.92
"result.17",0.83,0,0.86,0.86
"result.18",0.9,0,0.92,0.92
"result.19",0.9,0,0.9,0.9
"result.20",0.91,0,0.94,0.93
"result.21",0.9,0,0.92,0.93
"result.22",0.88,0,0.88,0.88
"result.23",0.92,0,0.95,0.95
"result.24",0.93,0,0.9,0.9
"result.25",0.85,0,0.86,0.87
"result.26",0.86,0,0.86,0.83
"result.27",0.96,0,0.91,0.91
"result.28",0.88,0,0.94,0.92
"result.29",0.89,0,0.9,0.9
"result.30",0.84,0,0.85,0.85
"result.31",0.9,0,0.93,0.92
"result.32",0.87,0,0.9,0.9
"result.33",0.9,0,0.89,0.89
"result.34",0.91,0,0.91,0.91
"result.35",0.89,0,0.95,0.95
"result.36",0.89,0,0.89,0.88
"result.37",0.9,0,0.9,0.9
"result.38",0.92,0,0.92,0.92
"result.39",0.82,0,0.85,0.86
"result.40",0.9,0,0.92,0.92
"result.41",0.86,0,0.9,0.89
"result.42",0.84,0,0.86,0.86
"result.43",0.9,0,0.94,0.94
"result.44",0.88,0,0.89,0.91
"result.45",0.88,0,0.87,0.88
"result.46",0.89,0,0.89,0.89
"result.47",0.8,0,0.8,0.8
"result.48",0.89,0,0.9,0.9
"result.49",0.87,0,0.87,0.87
"result.50",0.93,0,0.91,0.91
"result.51",0.87,0,0.87,0.87
"result.52",0.87,0,0.87,0.87
"result.53",0.87,0,0.88,0.87
"result.54",0.86,0,0.91,0.9
"result.55",0.84,0,0.82,0.82
"result.56",0.88,0,0.89,0.9
"result.57",0.85,0,0.84,0.84
"result.58",0.89,0,0.89,0.89
"result.59",0.88,0,0.92,0.91
"result.60",0.91,0,0.92,0.92
"result.61",0.92,0,0.89,0.89
"result.62",0.91,0,0.92,0.91
"result.63",0.85,0,0.85,0.85
"result.64",0.86,0,0.89,0.9
"result.65",0.92,0,0.92,0.92
"result.66",0.85,0,0.84,0.84
"result.67",0.88,0,0.9,0.89
"result.68",0.89,0,0.91,0.91
"result.69",0.82,0,0.83,0.82
"result.70",0.87,0,0.92,0.92
"result.71",0.83,0,0.86,0.86
"result.72",0.93,0,0.95,0.95
"result.73",0.9,0,0.93,0.92
"result.74",0.88,0,0.88,0.88
"result.75",0.91,0,0.91,0.91
"result.76",0.91,0,0.92,0.92
"result.77",0.91,0,0.91,0.91
"result.78",0.88,0,0.91,0.91
"result.79",0.86,0,0.85,0.85
"result.80",0.89,0,0.89,0.88
"result.81",0.91,0,0.91,0.91
"result.82",0.85,0,0.86,0.86
"result.83",0.86,0,0.84,0.84
"result.84",0.85,0,0.87,0.87
"result.85",0.86,0,0.86,0.86
"result.86",0.87,0,0.9,0.89
"result.87",0.86,0,0.86,0.87
"result.88",0.88,0,0.94,0.93
"result.89",0.87,0,0.86,0.87
"result.90",0.92,0,0.9,0.92
"result.91",0.85,0,0.86,0.85
"result.92",0.85,0,0.86,0.87
"result.93",0.93,0,0.9,0.9
"result.94",0.92,0,0.91,0.89
"result.95",0.86,0,0.93,0.95
"result.96",0.91,0,0.93,0.93
"result.97",0.91,0,0.92,0.92
"result.98",0.85,0,0.9,0.9
"result.99",0.97,0,0.97,0.98
"result.100",0.86,0,0.86,0.86
