"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0
"15",0,0,0,8.26446280991736e-05,0,0,0,0,0
"16",0,0,0,8.26446280991736e-05,0,0,0,0,0
"17",8.7719298245614e-05,0,0,8.26446280991736e-05,0,0,0,0,0
"18",0.000175438596491228,0,0,8.26446280991736e-05,0,0,0,0,0
"19",0.000173926194797338,0,0,8.26446280991736e-05,0,0,0,0,0
"20",0.000173926194797338,0,0,8.26446280991736e-05,0,0,0,0,0
"21",0.000173926194797338,0,0,8.26446280991736e-05,0,0,0,0,0
"22",0.000173926194797338,0,0,8.26446280991736e-05,0,0,0,0,0
"23",0.0001731893837157,0,0,8.26446280991736e-05,0,0,0,0,0
"24",0.0001731893837157,0,0,8.26446280991736e-05,0,0,0,0,0
"25",0.000257210823669343,0,0,0.000166678241544552,0,0,0,0,0
"26",0.000255698421975453,0,0,0.000166678241544552,0,0,0,0,0
"27",0.000336206896551724,0,0,0.000166678241544552,0,0,0,0,0
"28",0.000426733373441837,0,0,0.000166678241544552,0,0,0,0,0
"29",0.0004258839001153,0,0,0.000166678241544552,0,0,0,0,0
"30",0.000425147089033661,0,0,0.000166678241544552,0,0,8.26446280991736e-05,0,0
