"","V1","V2","V3","V4"
"result.1",0.2,0,0.55,0.56
"result.2",0,0,0.53,0.47
"result.3",0,0,0.58,0.48
"result.4",0.27,0,0.51,0.52
"result.5",0,0,0.63,0.55
"result.6",0,0,0.45,0.43
"result.7",0.2,0,0.58,0.53
"result.8",0.23,0,0.53,0.59
"result.9",0.15,0,0.51,0.5
"result.10",0,0,0.49,0.35
"result.11",0,0,0.64,0.54
"result.12",0.14,0,0.48,0.5
"result.13",0.19,0,0.5,0.55
"result.14",0.22,0,0.68,0.63
"result.15",0.16,0,0.63,0.49
"result.16",0.26,0,0.59,0.57
"result.17",0.25,0,0.58,0.37
"result.18",0,0,0.54,0.55
"result.19",0,0,0.63,0.59
"result.20",0,0,0.56,0.57
"result.21",0.18,0,0.5,0.36
"result.22",0,0,0.64,0.53
"result.23",0.19,0,0.55,0.46
"result.24",0.19,0,0.64,0.47
"result.25",0.25,0,0.53,0.48
"result.26",0,0,0.48,0.44
"result.27",0,0,0.51,0.6
"result.28",0.21,0,0.55,0.42
"result.29",0,0,0.57,0.47
"result.30",0.16,0,0.42,0
"result.31",0.29,0,0.55,0.33
"result.32",0,0,0.6,0.51
"result.33",0,0,0.49,0.44
"result.34",0.15,0,0.55,0.34
"result.35",0.2,0,0.43,0.39
"result.36",0,0,0.57,0.41
"result.37",0,0,0.59,0.55
"result.38",0,0,0.66,0.63
"result.39",0.2,0,0.61,0.52
"result.40",0,0,0.56,0.53
"result.41",0.24,0,0.57,0.5
"result.42",0.3,0,0.56,0.53
"result.43",0,0,0.51,0.54
"result.44",0.18,0,0.62,0.41
"result.45",0.22,0,0.5,0.45
"result.46",0.15,0,0.54,0.36
"result.47",0,0,0.65,0.51
"result.48",0,0,0.52,0.35
"result.49",0,0,0.44,0.3
"result.50",0,0,0.51,0.36
"result.51",0.24,0,0.52,0.45
"result.52",0.22,0,0.56,0.51
"result.53",0.25,0,0.58,0.56
"result.54",0.18,0,0.59,0.5
"result.55",0,0,0.38,0.38
"result.56",0,0,0.36,0.32
"result.57",0.26,0,0.63,0.51
"result.58",0.17,0,0.54,0.42
"result.59",0,0,0.42,0.36
"result.60",0,0,0.32,0.31
"result.61",0.22,0,0.63,0.37
"result.62",0.23,0,0.57,0.48
"result.63",0,0,0.51,0.49
"result.64",0.19,0,0.71,0.53
"result.65",0.23,0,0.45,0.39
"result.66",0.24,0,0.49,0.51
"result.67",0.29,0,0.74,0.65
"result.68",0.22,0,0.64,0.56
"result.69",0.22,0,0.65,0.5
"result.70",0,0,0.41,0.38
"result.71",0.25,0,0.56,0.47
"result.72",0,0,0.48,0.44
"result.73",0,0,0.5,0.42
"result.74",0,0,0.41,0.4
"result.75",0.22,0,0.54,0.57
"result.76",0.27,0,0.64,0.59
"result.77",0.15,0,0.57,0.4
"result.78",0.14,0,0.37,0.44
"result.79",0.26,0,0.59,0.56
"result.80",0,0,0.62,0.31
"result.81",0.24,0,0.61,0.52
"result.82",0,0,0.54,0.55
"result.83",0,0,0.48,0.47
"result.84",0,0,0.52,0.54
"result.85",0,0,0.43,0.41
"result.86",0,0,0.54,0.56
"result.87",0.15,0,0.5,0.43
"result.88",0.23,0,0.47,0.48
"result.89",0,0,0.63,0.5
"result.90",0.2,0,0.64,0.58
"result.91",0.28,0,0.55,0.48
"result.92",0,0,0.47,0.48
"result.93",0.26,0,0.68,0.65
"result.94",0.15,0,0.36,0.34
"result.95",0,0,0.57,0.47
"result.96",0,0,0.53,0.34
"result.97",0,0,0.59,0.53
"result.98",0.21,0,0.5,0.48
"result.99",0.18,0,0.58,0.51
"result.100",0,0,0.55,0.44
