"","V1","V2","V3","V4","V5","V6"
"1",0.003,0.0923,0.5044,0.8743,0.983099999999999,0.9996
"2",0,0,0,0,0,0
"3",0.1641,0.6559,0.9241,0.9905,0.9996,1
"4",0.1548,0.6555,0.9252,0.9908,0.9996,1
