"","V1","V2","V3","V4"
"result.1",0.58,0.03,0.51,0.51
"result.2",0.48,0.03,0.23,0.23
"result.3",0.57,0.03,0.52,0.56
"result.4",0.58,0.1,0.56,0.57
"result.5",0.51,0.06,0.5,0.51
"result.6",0.54,0.06,0.56,0.56
"result.7",0.52,0.02,0.54,0.53
"result.8",0.52,0.05,0.49,0.51
"result.9",0.47,0.05,0.62,0.61
"result.10",0.55,0.07,0.54,0.55
"result.11",0.6,0.11,0.58,0.58
"result.12",0.47,0.02,0.51,0.51
"result.13",0.49,0.03,0.55,0.54
"result.14",0.54,0.07,0.46,0.46
"result.15",0.48,0.05,0.57,0.57
"result.16",0.61,0.04,0.6,0.61
"result.17",0.56,0.07,0.55,0.55
"result.18",0.55,0.03,0.53,0.53
"result.19",0.63,0.06,0.58,0.57
"result.20",0.49,0.05,0.55,0.55
"result.21",0.5,0.02,0.51,0.51
"result.22",0.59,0,0.56,0.58
"result.23",0.43,0.04,0.46,0.47
"result.24",0.53,0.09,0.55,0.53
"result.25",0.5,0.02,0.57,0.57
"result.26",0.59,0.02,0.5,0.5
"result.27",0.53,0.04,0.53,0.53
"result.28",0.52,0.03,0.6,0.59
"result.29",0.58,0.04,0.57,0.57
"result.30",0.53,0.08,0.48,0.48
"result.31",0.62,0.06,0.62,0.62
"result.32",0.55,0.09,0.55,0.55
"result.33",0.6,0.02,0.61,0.6
"result.34",0.65,0.05,0.67,0.67
"result.35",0.52,0.03,0.42,0.42
"result.36",0.52,0.05,0.52,0.52
"result.37",0.52,0.09,0.53,0.53
"result.38",0.54,0.05,0.55,0.55
"result.39",0.58,0.07,0.58,0.58
"result.40",0.53,0.08,0.49,0.49
"result.41",0.67,0.03,0.64,0.64
"result.42",0.62,0.05,0.64,0.63
"result.43",0.64,0.03,0.67,0.66
"result.44",0.57,0.03,0.61,0.6
"result.45",0.58,0.06,0.51,0.51
"result.46",0.59,0.06,0.56,0.56
"result.47",0.54,0.03,0.58,0.59
"result.48",0.57,0.05,0.63,0.63
"result.49",0.49,0.06,0.61,0.62
"result.50",0.56,0.04,0.56,0.56
"result.51",0.47,0.08,0.47,0.46
"result.52",0.56,0.04,0.49,0.5
"result.53",0.51,0.09,0.59,0.59
"result.54",0.57,0.04,0.58,0.58
"result.55",0.48,0.02,0.61,0.61
"result.56",0.52,0.04,0.58,0.58
"result.57",0.57,0.05,0.63,0.63
"result.58",0.6,0.05,0.6,0.6
"result.59",0.58,0.11,0.54,0.54
"result.60",0.52,0.06,0.59,0.59
"result.61",0.61,0.05,0.52,0.52
"result.62",0.58,0.04,0.64,0.64
"result.63",0.56,0.06,0.52,0.52
"result.64",0.48,0.06,0.62,0.61
"result.65",0.64,0.06,0.63,0.63
"result.66",0.61,0.04,0.61,0.61
"result.67",0.64,0.07,0.52,0.53
"result.68",0.54,0.02,0.5,0.5
"result.69",0.51,0.05,0.48,0.49
"result.70",0.61,0.08,0.56,0.56
"result.71",0.6,0.04,0.49,0.5
"result.72",0.52,0.08,0.52,0.52
"result.73",0.61,0.06,0.63,0.63
"result.74",0.52,0.07,0.5,0.49
"result.75",0.56,0.04,0.57,0.56
"result.76",0.6,0.05,0.59,0.59
"result.77",0.55,0.04,0.5,0.49
"result.78",0.59,0.06,0.59,0.59
"result.79",0.47,0.07,0.47,0.47
"result.80",0.47,0.01,0.51,0.51
"result.81",0.55,0.07,0.55,0.55
"result.82",0.72,0.02,0.69,0.69
"result.83",0.54,0.04,0.58,0.58
"result.84",0.62,0.05,0.62,0.62
"result.85",0.59,0.02,0.37,0.38
"result.86",0.62,0.06,0.65,0.65
"result.87",0.55,0.07,0.5,0.5
"result.88",0.55,0.07,0.52,0.51
"result.89",0.42,0.01,0.35,0.35
"result.90",0.55,0.04,0.57,0.58
"result.91",0.58,0.1,0.59,0.6
"result.92",0.68,0.04,0.68,0.68
"result.93",0.51,0.09,0.5,0.5
"result.94",0.54,0.04,0.34,0.35
"result.95",0.52,0.05,0.52,0.52
"result.96",0.53,0.03,0.53,0.53
"result.97",0.5,0.05,0.48,0.48
"result.98",0.54,0.05,0.52,0.52
"result.99",0.49,0.06,0.49,0.49
"result.100",0.48,0.07,0.54,0.53
