"","V1","V2","V3","V4"
"result.1",0.64,0.26,0.98,0.98
"result.2",0.49,0.14,0.94,0.94
"result.3",0.7,0.21,0.98,0.98
"result.4",0.62,0.18,0.93,0.93
"result.5",0.6,0.21,0.93,0.93
"result.6",0.48,0.17,0.94,0.94
"result.7",0.54,0.25,0.96,0.96
"result.8",0.51,0.18,0.97,0.97
"result.9",0.64,0.28,0.91,0.91
"result.10",0.6,0.25,0.92,0.92
"result.11",0.58,0.2,0.94,0.95
"result.12",0.56,0.2,0.96,0.96
"result.13",0.59,0.21,0.96,0.96
"result.14",0.62,0.29,0.91,0.91
"result.15",0.46,0.2,0.93,0.94
"result.16",0.57,0.27,0.93,0.93
"result.17",0.47,0.12,0.91,0.91
"result.18",0.59,0.21,0.91,0.91
"result.19",0.49,0.25,0.94,0.95
"result.20",0.53,0.22,0.9,0.9
"result.21",0.63,0.25,0.89,0.89
"result.22",0.65,0.19,0.89,0.9
"result.23",0.58,0.22,0.92,0.92
"result.24",0.59,0.22,0.94,0.94
"result.25",0.49,0.2,0.9,0.9
"result.26",0.54,0.2,0.88,0.87
"result.27",0.54,0.17,0.95,0.96
"result.28",0.58,0.16,0.99,0.99
"result.29",0.67,0.22,0.95,0.95
"result.30",0.53,0.18,0.94,0.94
"result.31",0.54,0.22,0.95,0.95
"result.32",0.58,0.25,0.98,0.98
"result.33",0.45,0.15,0.91,0.91
"result.34",0.6,0.2,0.91,0.91
"result.35",0.47,0.19,0.92,0.92
"result.36",0.51,0.15,0.97,0.97
"result.37",0.51,0.21,0.93,0.91
"result.38",0.55,0.2,0.96,0.97
"result.39",0.57,0.23,0.95,0.95
"result.40",0.57,0.22,0.9,0.9
"result.41",0.49,0.2,0.93,0.93
"result.42",0.46,0.18,0.93,0.93
"result.43",0.52,0.15,0.94,0.94
"result.44",0.47,0.18,0.91,0.91
"result.45",0.52,0.14,0.91,0.9
"result.46",0.51,0.28,0.92,0.92
"result.47",0.66,0.23,0.93,0.93
"result.48",0.52,0.28,0.92,0.91
"result.49",0.56,0.21,0.94,0.94
"result.50",0.59,0.16,0.96,0.96
"result.51",0.61,0.26,0.94,0.94
"result.52",0.62,0.15,0.95,0.96
"result.53",0.52,0.19,0.92,0.92
"result.54",0.58,0.21,0.95,0.95
"result.55",0.46,0.19,0.92,0.92
"result.56",0.47,0.18,0.92,0.92
"result.57",0.57,0.23,0.96,0.96
"result.58",0.51,0.15,0.95,0.95
"result.59",0.56,0.24,0.87,0.87
"result.60",0.61,0.21,0.94,0.94
"result.61",0.62,0.19,0.87,0.87
"result.62",0.53,0.2,0.89,0.89
"result.63",0.58,0.22,0.93,0.93
"result.64",0.55,0.18,0.95,0.95
"result.65",0.58,0.22,0.95,0.95
"result.66",0.51,0.18,0.87,0.87
"result.67",0.48,0.19,0.96,0.95
"result.68",0.52,0.18,0.9,0.9
"result.69",0.57,0.19,0.97,0.97
"result.70",0.47,0.23,0.91,0.91
"result.71",0.55,0.21,0.89,0.89
"result.72",0.53,0.17,0.94,0.94
"result.73",0.54,0.26,0.9,0.9
"result.74",0.58,0.18,0.94,0.94
"result.75",0.48,0.15,0.94,0.94
"result.76",0.56,0.2,0.94,0.94
"result.77",0.61,0.28,0.96,0.96
"result.78",0.55,0.2,0.93,0.93
"result.79",0.54,0.22,0.93,0.93
"result.80",0.51,0.19,0.95,0.95
"result.81",0.64,0.16,0.89,0.89
"result.82",0.48,0.13,0.93,0.93
"result.83",0.64,0.19,0.9,0.9
"result.84",0.58,0.22,0.95,0.95
"result.85",0.58,0.3,0.94,0.94
"result.86",0.59,0.23,0.96,0.96
"result.87",0.5,0.2,0.93,0.93
"result.88",0.51,0.14,0.93,0.93
"result.89",0.58,0.23,0.96,0.96
"result.90",0.59,0.2,0.93,0.93
"result.91",0.54,0.18,0.92,0.92
"result.92",0.57,0.15,0.92,0.92
"result.93",0.6,0.25,0.93,0.93
"result.94",0.53,0.22,0.96,0.96
"result.95",0.6,0.2,0.96,0.96
"result.96",0.54,0.14,0.87,0.87
"result.97",0.53,0.24,0.94,0.94
"result.98",0.59,0.23,0.93,0.93
"result.99",0.55,0.18,0.92,0.92
"result.100",0.57,0.23,0.86,0.87
