"","V1","V2","V3","V4","V5","V6"
"1",0.4382,0.4945,0.558866666666667,0.59015,0.62044,0.639933333333333
"2",0,0,0,0,0,0
"3",0.8992,0.926700000000001,0.9368,0.947299999999999,0.950639999999999,0.9528
"4",0.8982,0.925400000000001,0.936733333333334,0.94685,0.95096,0.952233333333333
