"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",731.415181331634,18.1492030525208,667.752216925621,17.4905605387688,638.895405244827,15.1889056992531,984.473479044437,18.7779931163788,662.023843822479,18.745853831768,660.186146645546,17.7214365339279,726.083915112019,17.8341771459579,798.860605325699,18.7254801225662,721.490131511688,18.053743584156
