"","V1","V2","V3","V4"
"result.1",0.0634920634920635,0,0.175675675675676,0.175675675675676
"result.2",0.0188679245283019,0,0.0327868852459016,0.0327868852459016
"result.3",0.112903225806452,0,0.222222222222222,0.231707317073171
"result.4",0.0793650793650794,0,0.0833333333333333,0.0833333333333333
"result.5",0.0746268656716418,0,0.04,0.04
"result.6",0.112676056338028,0,0.146666666666667,0.144736842105263
"result.7",0.163934426229508,0,0.160714285714286,0.175438596491228
"result.8",0.137254901960784,0,0.0975609756097561,0.0975609756097561
"result.9",0.101694915254237,0,0.0983606557377049,0.1
"result.10",0.133333333333333,0,0.157142857142857,0.157142857142857
"result.11",0.0317460317460317,0,0.0735294117647059,0.0735294117647059
"result.12",0.166666666666667,0,0.163934426229508,0.161290322580645
"result.13",0.0769230769230769,0,0.0819672131147541,0.0819672131147541
"result.14",0.0666666666666667,0,0.0625,0.0625
"result.15",0.0701754385964912,0,0.0303030303030303,0.05
"result.16",0.1,0,0.162162162162162,0.162162162162162
"result.17",0.0634920634920635,0,0.0634920634920635,0.078125
"result.18",0.0655737704918033,0.04,0.0655737704918033,0.0645161290322581
"result.19",0.078125,0,0.102941176470588,0.102941176470588
"result.20",0.123287671232877,0,0.126760563380282,0.126760563380282
"result.21",0.101449275362319,0,0,0.0181818181818182
"result.22",0.101449275362319,0,0.2,0.2
"result.23",0.111111111111111,0,0.0545454545454545,0.0545454545454545
"result.24",0.0625,0,0.0704225352112676,0.0704225352112676
"result.25",0.102941176470588,0,0.09375,0.0923076923076923
"result.26",0.0754716981132075,0.0555555555555556,0.169014084507042,0.169014084507042
"result.27",0.12280701754386,0,0.145161290322581,0.145161290322581
"result.28",0.113207547169811,0,0.0980392156862745,0.0980392156862745
"result.29",0.0535714285714286,0,0.0555555555555556,0.0555555555555556
"result.30",0.131147540983607,0,0.158730158730159,0.145161290322581
"result.31",0.171875,0,0.0652173913043478,0.0851063829787234
"result.32",0.105263157894737,0,0.180555555555556,0.180555555555556
"result.33",0.134146341463415,0,0.112676056338028,0.112676056338028
"result.34",0.0819672131147541,0,0.0819672131147541,0.0806451612903226
"result.35",0.106382978723404,0,0.148148148148148,0.148148148148148
"result.36",0.0441176470588235,0,0.0298507462686567,0.0298507462686567
"result.37",0.0701754385964912,0,0.0819672131147541,0.0967741935483871
"result.38",0.0526315789473684,0,0,0.0196078431372549
"result.39",0.1,0,0.048780487804878,0.0476190476190476
"result.40",0.0597014925373134,0,0.0327868852459016,0.0327868852459016
"result.41",0.126984126984127,0,0.129032258064516,0.129032258064516
"result.42",0.05,0,0.0508474576271186,0.0508474576271186
"result.43",0.0909090909090909,0,0.0909090909090909,0.0909090909090909
"result.44",0.0508474576271186,0,0.0517241379310345,0.05
"result.45",0.05,0,0.0363636363636364,0.037037037037037
"result.46",0.111111111111111,0,0.133333333333333,0.133333333333333
"result.47",0.0793650793650794,0,0.0909090909090909,0.0895522388059701
"result.48",0.120689655172414,0,0.120689655172414,0.120689655172414
"result.49",0.185714285714286,0,0.0454545454545455,0.0444444444444444
"result.50",0.0857142857142857,0,0.0517241379310345,0.0517241379310345
"result.51",0.0689655172413793,0,0.04,0.0588235294117647
"result.52",0.0882352941176471,0,0.1,0.1
"result.53",0.0307692307692308,0,0.0597014925373134,0.0735294117647059
"result.54",0.0625,0,0.0338983050847458,0.0344827586206897
"result.55",0.0697674418604651,0,0.0681818181818182,0.0681818181818182
"result.56",0.0821917808219178,0,0.0163934426229508,0.0163934426229508
"result.57",0.123076923076923,0.0666666666666667,0.131147540983607,0.128571428571429
"result.58",0.106060606060606,0,0.0952380952380952,0.0952380952380952
"result.59",0.112676056338028,0,0.136986301369863,0.125
"result.60",0.087719298245614,0,0.0566037735849057,0.0384615384615385
"result.61",0.0746268656716418,0,0.0754716981132075,0.0754716981132075
"result.62",0.137931034482759,0,0.137931034482759,0.137931034482759
"result.63",0.032258064516129,0,0.0327868852459016,0.0327868852459016
"result.64",0.127272727272727,0,0.05,0.05
"result.65",0.072463768115942,0,0.0757575757575758,0.0757575757575758
"result.66",0.0972222222222222,0,0.0645161290322581,0.0645161290322581
"result.67",0.0555555555555556,0,0.0196078431372549,0.0196078431372549
"result.68",0.0555555555555556,0,0.025,0.025
"result.69",0.0833333333333333,0,0.037037037037037,0.0333333333333333
"result.70",0.0740740740740741,0,0.0892857142857143,0.0892857142857143
"result.71",0.0869565217391304,0,0.0597014925373134,0.0606060606060606
"result.72",0.0952380952380952,0,0.04,0.0416666666666667
"result.73",0.0392156862745098,0,0.04,0.0392156862745098
"result.74",0.0714285714285714,0,0.0714285714285714,0.0714285714285714
"result.75",0.1,0,0.128571428571429,0.128571428571429
"result.76",0.121621621621622,0,0.0895522388059701,0.0882352941176471
"result.77",0.129032258064516,0,0.129032258064516,0.114754098360656
"result.78",0.0952380952380952,0,0.0819672131147541,0.0819672131147541
"result.79",0.118421052631579,0,0.118421052631579,0.118421052631579
"result.80",0.0967741935483871,0,0.0967741935483871,0.0967741935483871
"result.81",0.09375,0,0.0819672131147541,0.037037037037037
"result.82",0.114285714285714,0,0.0666666666666667,0.0666666666666667
"result.83",0.1,0,0.0444444444444444,0.0454545454545455
"result.84",0.125,0,0.152777777777778,0.152777777777778
"result.85",0.138461538461538,0,0.106382978723404,0.125
"result.86",0.136986301369863,0,0.0634920634920635,0.0634920634920635
"result.87",0.126760563380282,0,0.150684931506849,0.150684931506849
"result.88",0.117647058823529,0,0.164383561643836,0.164383561643836
"result.89",0.072463768115942,0,0.0158730158730159,0.0158730158730159
"result.90",0.161764705882353,0,0.06,0.06
"result.91",0.104477611940299,0,0.121621621621622,0.12
"result.92",0.111111111111111,0,0.150684931506849,0.148648648648649
"result.93",0.138461538461538,0,0.171428571428571,0.171428571428571
"result.94",0.087719298245614,0,0.0784313725490196,0.0784313725490196
"result.95",0.0363636363636364,0,0.0208333333333333,0.02
"result.96",0.0909090909090909,0,0.0434782608695652,0.0434782608695652
"result.97",0.0545454545454545,0,0.0701754385964912,0.0701754385964912
"result.98",0.121621621621622,0,0.0357142857142857,0.0357142857142857
"result.99",0.154929577464789,0,0.105263157894737,0.105263157894737
"result.100",0.0943396226415094,0,0.0784313725490196,0.0784313725490196
