"","V1","V2","V3","V4","V5","V6"
"1",0.437,0.5188,0.5696,0.6041,0.62412,0.646333333333333
"2",0,0,0,0,0,0
"3",0.358,0.5496,0.598733333333333,0.64365,0.6598,0.682433333333333
"4",0.373,0.5482,0.6018,0.6446,0.65968,0.681666666666667
