"","V1","V2","V3","V4"
"result.1",0.3,0,0.98,0.97
"result.2",0.37,0,0.95,0.94
"result.3",0.41,0,0.9,0.9
"result.4",0.46,0,0.95,0.95
"result.5",0.46,0,0.94,0.94
"result.6",0.48,0,1,1
"result.7",0.42,0,0.93,0.92
"result.8",0.47,0,0.91,0.91
"result.9",0.62,0,0.97,0.97
"result.10",0.4,0,0.88,0.88
"result.11",0.54,0,0.93,0.93
"result.12",0.56,0,0.94,0.94
"result.13",0.46,0,0.96,0.97
"result.14",0.4,0,0.9,0.91
"result.15",0.54,0,0.93,0.92
"result.16",0.45,0,0.94,0.94
"result.17",0.5,0,0.97,0.96
"result.18",0.51,0,0.94,0.95
"result.19",0.53,0,0.95,0.95
"result.20",0.49,0,0.97,0.97
"result.21",0.44,0,0.92,0.91
"result.22",0.29,0,0.94,0.94
"result.23",0.47,0,0.97,0.97
"result.24",0.43,0,0.89,0.92
"result.25",0.3,0,0.94,0.94
"result.26",0.45,0,0.9,0.91
"result.27",0.46,0,0.93,0.92
"result.28",0.4,0,0.89,0.89
"result.29",0.42,0,0.89,0.87
"result.30",0.45,0,0.92,0.91
"result.31",0.41,0,0.94,0.95
"result.32",0.47,0,0.93,0.93
"result.33",0.48,0,0.93,0.94
"result.34",0.42,0,0.95,0.94
"result.35",0.4,0,0.87,0.88
"result.36",0.41,0,0.91,0.91
"result.37",0.45,0,0.95,0.95
"result.38",0.38,0,0.94,0.96
"result.39",0.36,0,0.92,0.92
"result.40",0.46,0,0.9,0.9
"result.41",0.49,0,0.98,0.98
"result.42",0.35,0,0.9,0.9
"result.43",0.35,0,0.87,0.87
"result.44",0.46,0,0.95,0.91
"result.45",0.49,0,0.93,0.91
"result.46",0.39,0,0.96,0.96
"result.47",0.33,0,0.91,0.91
"result.48",0.51,0,0.95,0.96
"result.49",0.42,0,0.97,0.97
"result.50",0.53,0,0.96,0.96
"result.51",0.41,0,0.97,0.94
"result.52",0.31,0,0.91,0.91
"result.53",0.41,0,0.94,0.95
"result.54",0.51,0,0.96,0.97
"result.55",0.36,0,0.84,0.85
"result.56",0.31,0,0.87,0.88
"result.57",0.36,0,0.94,0.94
"result.58",0.41,0,0.95,0.95
"result.59",0.45,0,0.9,0.92
"result.60",0.4,0,0.95,0.95
"result.61",0.46,0,0.98,0.98
"result.62",0.28,0,0.88,0.86
"result.63",0.41,0,0.89,0.89
"result.64",0.45,0,0.9,0.9
"result.65",0.41,0,0.93,0.92
"result.66",0.47,0,0.92,0.91
"result.67",0.42,0,0.95,0.95
"result.68",0.46,0,0.99,0.99
"result.69",0.36,0,0.9,0.88
"result.70",0.53,0,0.9,0.9
"result.71",0.42,0,0.94,0.94
"result.72",0.38,0,0.97,0.97
"result.73",0.33,0,0.94,0.94
"result.74",0.41,0,0.89,0.89
"result.75",0.43,0,0.92,0.9
"result.76",0.46,0,0.95,0.94
"result.77",0.39,0,0.93,0.93
"result.78",0.37,0,0.91,0.93
"result.79",0.38,0,0.95,0.94
"result.80",0.35,0,0.95,0.95
"result.81",0.36,0,0.95,0.95
"result.82",0.34,0,0.9,0.91
"result.83",0.39,0,0.93,0.93
"result.84",0.42,0,0.92,0.92
"result.85",0.39,0,0.93,0.92
"result.86",0.38,0,0.92,0.92
"result.87",0.38,0,0.93,0.93
"result.88",0.4,0,0.89,0.9
"result.89",0.34,0,0.9,0.9
"result.90",0.36,0,0.95,0.95
"result.91",0.37,0,0.85,0.85
"result.92",0.45,0,0.89,0.88
"result.93",0.43,0,0.94,0.94
"result.94",0.53,0,0.9,0.9
"result.95",0.45,0,0.9,0.92
"result.96",0.41,0,0.92,0.91
"result.97",0.41,0,0.93,0.94
"result.98",0.47,0,0.95,0.95
"result.99",0.4,0,0.89,0.89
"result.100",0.4,0,0.93,0.93
