"","V1","V2","V3","V4"
"result.1",0.59,0.19,0.61,0.61
"result.2",0.52,0.24,0.59,0.59
"result.3",0.55,0.21,0.63,0.63
"result.4",0.58,0.16,0.55,0.55
"result.5",0.62,0.24,0.48,0.48
"result.6",0.63,0.14,0.64,0.65
"result.7",0.51,0.22,0.47,0.47
"result.8",0.44,0.14,0.37,0.37
"result.9",0.53,0.22,0.55,0.54
"result.10",0.52,0.19,0.59,0.59
"result.11",0.61,0.19,0.63,0.63
"result.12",0.55,0.23,0.51,0.52
"result.13",0.6,0.19,0.56,0.56
"result.14",0.56,0.2,0.6,0.6
"result.15",0.53,0.17,0.32,0.38
"result.16",0.54,0.13,0.62,0.62
"result.17",0.59,0.17,0.59,0.59
"result.18",0.57,0.24,0.57,0.58
"result.19",0.59,0.17,0.61,0.61
"result.20",0.64,0.28,0.62,0.62
"result.21",0.62,0.18,0.54,0.54
"result.22",0.62,0.2,0.72,0.72
"result.23",0.56,0.19,0.52,0.52
"result.24",0.6,0.19,0.66,0.66
"result.25",0.61,0.23,0.58,0.59
"result.26",0.49,0.17,0.59,0.59
"result.27",0.5,0.15,0.53,0.53
"result.28",0.47,0.17,0.46,0.46
"result.29",0.53,0.23,0.51,0.51
"result.30",0.53,0.18,0.53,0.53
"result.31",0.53,0.2,0.43,0.43
"result.32",0.51,0.17,0.59,0.59
"result.33",0.71,0.16,0.63,0.63
"result.34",0.56,0.24,0.56,0.57
"result.35",0.42,0.18,0.46,0.46
"result.36",0.65,0.22,0.65,0.65
"result.37",0.53,0.22,0.56,0.56
"result.38",0.54,0.15,0.42,0.5
"result.39",0.45,0.18,0.39,0.4
"result.40",0.63,0.2,0.59,0.59
"result.41",0.55,0.2,0.54,0.54
"result.42",0.57,0.25,0.56,0.56
"result.43",0.7,0.14,0.7,0.7
"result.44",0.56,0.21,0.55,0.57
"result.45",0.57,0.25,0.53,0.52
"result.46",0.64,0.21,0.65,0.65
"result.47",0.58,0.16,0.6,0.61
"result.48",0.51,0.16,0.51,0.51
"result.49",0.57,0.16,0.42,0.43
"result.50",0.64,0.24,0.55,0.55
"result.51",0.54,0.26,0.48,0.48
"result.52",0.62,0.22,0.63,0.63
"result.53",0.63,0.22,0.63,0.63
"result.54",0.6,0.18,0.57,0.56
"result.55",0.4,0.13,0.41,0.41
"result.56",0.67,0.25,0.6,0.6
"result.57",0.57,0.14,0.53,0.61
"result.58",0.59,0.22,0.57,0.57
"result.59",0.63,0.16,0.63,0.63
"result.60",0.52,0.23,0.5,0.5
"result.61",0.62,0.26,0.49,0.49
"result.62",0.5,0.15,0.5,0.5
"result.63",0.6,0.2,0.59,0.59
"result.64",0.48,0.17,0.38,0.38
"result.65",0.64,0.2,0.61,0.61
"result.66",0.65,0.26,0.58,0.58
"result.67",0.51,0.13,0.5,0.5
"result.68",0.51,0.22,0.39,0.39
"result.69",0.66,0.19,0.52,0.58
"result.70",0.5,0.19,0.51,0.51
"result.71",0.63,0.21,0.63,0.62
"result.72",0.57,0.27,0.48,0.46
"result.73",0.49,0.19,0.48,0.49
"result.74",0.65,0.23,0.65,0.65
"result.75",0.54,0.19,0.61,0.61
"result.76",0.65,0.25,0.61,0.62
"result.77",0.54,0.17,0.54,0.54
"result.78",0.57,0.21,0.56,0.56
"result.79",0.67,0.3,0.67,0.67
"result.80",0.56,0.15,0.56,0.56
"result.81",0.58,0.15,0.56,0.52
"result.82",0.62,0.26,0.56,0.56
"result.83",0.63,0.25,0.43,0.42
"result.84",0.56,0.17,0.61,0.61
"result.85",0.56,0.24,0.42,0.42
"result.86",0.63,0.26,0.59,0.59
"result.87",0.62,0.28,0.62,0.62
"result.88",0.6,0.21,0.61,0.61
"result.89",0.64,0.19,0.62,0.62
"result.90",0.57,0.21,0.47,0.47
"result.91",0.6,0.22,0.65,0.66
"result.92",0.56,0.16,0.62,0.63
"result.93",0.56,0.22,0.58,0.58
"result.94",0.52,0.25,0.47,0.47
"result.95",0.53,0.13,0.47,0.49
"result.96",0.5,0.16,0.44,0.44
"result.97",0.52,0.19,0.53,0.53
"result.98",0.65,0.21,0.54,0.54
"result.99",0.6,0.24,0.51,0.51
"result.100",0.48,0.18,0.47,0.47
