"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"adapt_alpha1",0,0,0.00862068965517241,0,0.019047619047619,0.0192307692307692,0.00892857142857143,0,0.00884955752212389,0.00862068965517241,0.0650406504065041,0.0169491525423729,0.0413223140495868,0,0,0,0,0.0413223140495868,0,0.00925925925925926,0,0,0,0,0.00854700854700855,0,0,0.00854700854700855,0,0.00854700854700855,0,0,0,0,0,0,0,0,0,0,0.0645161290322581,0,0.00934579439252336,0.018348623853211,0.00862068965517241,0,0,0.00943396226415094,0.00952380952380952,0.00943396226415094,0.00980392156862745,0.019047619047619,0,0.00909090909090909,0.0256410256410256,0,0,0.0188679245283019,0.0169491525423729,0.00884955752212389,0,0,0.0280373831775701,0,0,0.00862068965517241,0.00934579439252336,0.00943396226415094,0,0,0,0.0336134453781513,0.00934579439252336,0,0,0,0.00892857142857143,0,0,0,0,0,0,0.00862068965517241,0,0,0.0252100840336134,0,0.02,0.029126213592233,0,0,0.00884955752212389,0.0176991150442478,0,0,0.00854700854700855,0.00909090909090909,0.00925925925925926,0
"adapt_alpha2",0,0,0.0169491525423729,0.0260869565217391,0.0272727272727273,0.0545454545454545,0.0172413793103448,0,0.0087719298245614,0.00854700854700855,0.0650406504065041,0.0333333333333333,0.0491803278688525,0.00934579439252336,0.0196078431372549,0.00980392156862745,0,0.0413223140495868,0.00909090909090909,0.0087719298245614,0,0.0336134453781513,0,0.01,0.00854700854700855,0,0,0.0252100840336134,0.0113636363636364,0.00854700854700855,0,0,0.0350877192982456,0,0,0.00884955752212389,0,0,0,0,0.0645161290322581,0,0.0091743119266055,0.0350877192982456,0.0170940170940171,0.0280373831775701,0,0.0176991150442478,0.0173913043478261,0.00934579439252336,0.0265486725663717,0.0357142857142857,0.010989010989011,0.00909090909090909,0.0336134453781513,0,0.0336134453781513,0.0363636363636364,0.0169491525423729,0.0087719298245614,0,0,0.0272727272727273,0,0.0283018867924528,0.0252100840336134,0.0743801652892562,0.0178571428571429,0,0.00970873786407767,0,0.0416666666666667,0.00900900900900901,0,0.0091743119266055,0.043859649122807,0.0175438596491228,0.0087719298245614,0.0297029702970297,0,0,0,0,0.0169491525423729,0.0126582278481013,0,0.0413223140495868,0,0.0288461538461538,0.0357142857142857,0.0170940170940171,0.0169491525423729,0.0173913043478261,0.0338983050847458,0,0,0.00854700854700855,0.0175438596491228,0.00892857142857143,0
"adapt_alpha3",0.00900900900900901,0,0.0252100840336134,0.0260869565217391,0.0357142857142857,0.0545454545454545,0.0336134453781513,0,0.0333333333333333,0.0491803278688525,0.0650406504065041,0.0333333333333333,0.056910569105691,0.0176991150442478,0.0194174757281553,0.0280373831775701,0.00934579439252336,0.0413223140495868,0.0431034482758621,0.0087719298245614,0,0.0336134453781513,0,0.00970873786407767,0.0252100840336134,0.0353982300884956,0.00892857142857143,0.0333333333333333,0.019047619047619,0.00854700854700855,0.01,0.0173913043478261,0.0344827586206897,0,0.00869565217391304,0.00884955752212389,0,0,0.0173913043478261,0.018348623853211,0.107692307692308,0,0.0254237288135593,0.0512820512820513,0.0413223140495868,0.036697247706422,0,0.0172413793103448,0.0173913043478261,0.0091743119266055,0.0434782608695652,0.0593220338983051,0.0630630630630631,0.0087719298245614,0.0416666666666667,0.018348623853211,0.0413223140495868,0.0535714285714286,0.0333333333333333,0.0416666666666667,0,0.0169491525423729,0.0341880341880342,0.0181818181818182,0.037037037037037,0.0866141732283465,0.0743801652892562,0.0416666666666667,0.0275229357798165,0.00900900900900901,0,0.0495867768595041,0.00884955752212389,0,0.0178571428571429,0.0593220338983051,0.0256410256410256,0.0170940170940171,0.0297029702970297,0,0.0087719298245614,0,0.00980392156862745,0.056910569105691,0.0283018867924528,0,0.0413223140495868,0,0.0280373831775701,0.0357142857142857,0.0333333333333333,0.0169491525423729,0.0172413793103448,0.0338983050847458,0.00854700854700855,0.0258620689655172,0.0252100840336134,0.0173913043478261,0.00884955752212389,0
"adapt_alpha4",0.00900900900900901,0.00884955752212389,0.0252100840336134,0.0258620689655172,0.0353982300884956,0.0707964601769911,0.0336134453781513,0.0256410256410256,0.0413223140495868,0.0491803278688525,0.0650406504065041,0.0491803278688525,0.072,0.0175438596491228,0.0194174757281553,0.0446428571428571,0.00934579439252336,0.0793650793650794,0.0588235294117647,0.0256410256410256,0,0.0336134453781513,0,0.00934579439252336,0.0252100840336134,0.043859649122807,0.0087719298245614,0.0333333333333333,0.019047619047619,0.0169491525423729,0.0099009900990099,0.0256410256410256,0.0344827586206897,0,0.00869565217391304,0.0087719298245614,0,0,0.0336134453781513,0.027027027027027,0.121212121212121,0.0181818181818182,0.0416666666666667,0.0512820512820513,0.0491803278688525,0.036036036036036,0.018018018018018,0.0256410256410256,0.0258620689655172,0.018018018018018,0.0434782608695652,0.0806451612903226,0.0689655172413793,0.0087719298245614,0.0416666666666667,0.018348623853211,0.0413223140495868,0.0535714285714286,0.0333333333333333,0.072,0.0353982300884956,0.0169491525423729,0.0793650793650794,0.0357142857142857,0.0789473684210526,0.0866141732283465,0.0813008130081301,0.0495867768595041,0.0363636363636364,0.00892857142857143,0,0.0495867768595041,0.00884955752212389,0,0.0175438596491228,0.096,0.0256410256410256,0.0254237288135593,0.0384615384615385,0,0.0172413793103448,0,0.0508474576271186,0.072,0.036036036036036,0.00934579439252336,0.0491803278688525,0.0091743119266055,0.0819672131147541,0.0526315789473684,0.0413223140495868,0.0169491525423729,0.0336134453781513,0.0495867768595041,0.0169491525423729,0.0423728813559322,0.0333333333333333,0.0173913043478261,0.0087719298245614,0.0175438596491228
"adapt_alpha5",0.00892857142857143,0.0173913043478261,0.0333333333333333,0.0258620689655172,0.0431034482758621,0.112903225806452,0.0573770491803279,0.0655737704918033,0.0413223140495868,0.0491803278688525,0.0793650793650794,0.0645161290322581,0.072,0.0175438596491228,0.0188679245283019,0.0434782608695652,0.00934579439252336,0.0866141732283465,0.0588235294117647,0.0254237288135593,0,0.0645161290322581,0.0172413793103448,0.0181818181818182,0.0333333333333333,0.0508474576271186,0.0087719298245614,0.072,0.0186915887850467,0.0333333333333333,0.0196078431372549,0.0338983050847458,0.0504201680672269,0.018018018018018,0.0256410256410256,0.0645161290322581,0,0.0427350427350427,0.0336134453781513,0.0442477876106195,0.121212121212121,0.0263157894736842,0.056910569105691,0.0508474576271186,0.056910569105691,0.0442477876106195,0.0175438596491228,0.0256410256410256,0.056910569105691,0.018018018018018,0.0434782608695652,0.0806451612903226,0.075,0.00869565217391304,0.0650406504065041,0.0434782608695652,0.0413223140495868,0.0535714285714286,0.0491803278688525,0.09375,0.0353982300884956,0.0169491525423729,0.0866141732283465,0.0442477876106195,0.0840336134453782,0.09375,0.0887096774193548,0.0495867768595041,0.0363636363636364,0.00862068965517241,0.00854700854700855,0.0495867768595041,0.0333333333333333,0.00854700854700855,0.0175438596491228,0.109375,0.05,0.0416666666666667,0.0555555555555556,0.0413223140495868,0.0172413793103448,0,0.0731707317073171,0.072,0.0695652173913043,0.00934579439252336,0.056910569105691,0.0091743119266055,0.0819672131147541,0.0526315789473684,0.0491803278688525,0.056910569105691,0.0416666666666667,0.0573770491803279,0.0169491525423729,0.0495867768595041,0.0333333333333333,0.0256410256410256,0.0087719298245614,0.0175438596491228
"adapt_alpha6",0.00884955752212389,0.0420168067226891,0.056910569105691,0.0573770491803279,0.0593220338983051,0.112903225806452,0.0573770491803279,0.0731707317073171,0.056910569105691,0.0645161290322581,0.09375,0.0645161290322581,0.072,0.0175438596491228,0.018348623853211,0.0434782608695652,0.00934579439252336,0.0866141732283465,0.0588235294117647,0.0254237288135593,0,0.0645161290322581,0.0252100840336134,0.0512820512820513,0.056910569105691,0.0504201680672269,0.0338983050847458,0.09375,0.0743801652892562,0.0333333333333333,0.045045045045045,0.0573770491803279,0.0504201680672269,0.0267857142857143,0.0254237288135593,0.0645161290322581,0.0176991150442478,0.0508474576271186,0.0491803278688525,0.0840336134453782,0.121212121212121,0.0737704918032787,0.072,0.0583333333333333,0.072,0.0517241379310345,0.05,0.0338983050847458,0.056910569105691,0.0178571428571429,0.0756302521008403,0.0806451612903226,0.0894308943089431,0.0495867768595041,0.0650406504065041,0.0508474576271186,0.0413223140495868,0.0535714285714286,0.0645161290322581,0.10077519379845,0.0826446280991736,0.0169491525423729,0.0866141732283465,0.0442477876106195,0.0916666666666667,0.09375,0.0887096774193548,0.0495867768595041,0.036036036036036,0.00862068965517241,0.0252100840336134,0.0491803278688525,0.0333333333333333,0.056910569105691,0.0420168067226891,0.116279069767442,0.0655737704918033,0.0416666666666667,0.0854700854700855,0.0413223140495868,0.0172413793103448,0.00862068965517241,0.0731707317073171,0.09375,0.0769230769230769,0.0181818181818182,0.056910569105691,0.00900900900900901,0.0967741935483871,0.0526315789473684,0.0491803278688525,0.072,0.0416666666666667,0.0573770491803279,0.0252100840336134,0.0495867768595041,0.0413223140495868,0.0254237288135593,0.0087719298245614,0.0175438596491228
"adapt_alpha7",0.0423728813559322,0.0416666666666667,0.056910569105691,0.107692307692308,0.0666666666666667,0.112,0.0573770491803279,0.0806451612903226,0.0645161290322581,0.0793650793650794,0.114503816793893,0.0645161290322581,0.072,0.0256410256410256,0.129770992366412,0.0517241379310345,0.00934579439252336,0.0866141732283465,0.0743801652892562,0.0336134453781513,0,0.0793650793650794,0.0491803278688525,0.0672268907563025,0.056910569105691,0.0504201680672269,0.0338983050847458,0.121212121212121,0.0819672131147541,0.056910569105691,0.0689655172413793,0.0725806451612903,0.1171875,0.0350877192982456,0.0254237288135593,0.0645161290322581,0.0344827586206897,0.0508474576271186,0.0491803278688525,0.0840336134453782,0.12781954887218,0.0887096774193548,0.10077519379845,0.0583333333333333,0.072,0.0517241379310345,0.05,0.0416666666666667,0.134328358208955,0.0173913043478261,0.0756302521008403,0.088,0.0894308943089431,0.094488188976378,0.0650406504065041,0.0743801652892562,0.0413223140495868,0.0854700854700855,0.0645161290322581,0.134328358208955,0.0894308943089431,0.0169491525423729,0.0866141732283465,0.0521739130434783,0.147286821705426,0.107692307692308,0.0887096774193548,0.0495867768595041,0.0608695652173913,0.00862068965517241,0.0413223140495868,0.0491803278688525,0.056910569105691,0.0645161290322581,0.0573770491803279,0.123076923076923,0.0655737704918033,0.0495867768595041,0.092436974789916,0.0413223140495868,0.0254237288135593,0.00862068965517241,0.0731707317073171,0.107692307692308,0.0769230769230769,0.0173913043478261,0.056910569105691,0.0178571428571429,0.0967741935483871,0.0894308943089431,0.10077519379845,0.0793650793650794,0.0495867768595041,0.08,0.0645161290322581,0.0495867768595041,0.0413223140495868,0.0416666666666667,0.00862068965517241,0.0258620689655172
"adapt_alpha8",0.0423728813559322,0.0416666666666667,0.056910569105691,0.121212121212121,0.0666666666666667,0.125984251968504,0.10077519379845,0.08,0.072,0.0866141732283465,0.12781954887218,0.0793650793650794,0.0866141732283465,0.0254237288135593,0.129770992366412,0.0598290598290598,0.0598290598290598,0.0866141732283465,0.0743801652892562,0.0416666666666667,0,0.0866141732283465,0.12781954887218,0.0975609756097561,0.0645161290322581,0.05,0.0338983050847458,0.121212121212121,0.0819672131147541,0.056910569105691,0.0689655172413793,0.108527131782946,0.1171875,0.0350877192982456,0.0491803278688525,0.072,0.0427350427350427,0.0508474576271186,0.0866141732283465,0.0916666666666667,0.140740740740741,0.129770992366412,0.10077519379845,0.0661157024793388,0.09375,0.0677966101694915,0.0573770491803279,0.0650406504065041,0.134328358208955,0.0172413793103448,0.0756302521008403,0.102362204724409,0.0894308943089431,0.1015625,0.0725806451612903,0.0819672131147541,0.0491803278688525,0.125984251968504,0.107692307692308,0.165467625899281,0.0894308943089431,0.0413223140495868,0.10077519379845,0.0512820512820513,0.147286821705426,0.121212121212121,0.102362204724409,0.107692307692308,0.0608695652173913,0.00862068965517241,0.0645161290322581,0.072,0.072,0.072,0.0573770491803279,0.123076923076923,0.129770992366412,0.0573770491803279,0.119047619047619,0.056910569105691,0.0254237288135593,0.0416666666666667,0.0866141732283465,0.140740740740741,0.0847457627118644,0.0173913043478261,0.072,0.0427350427350427,0.104,0.111111111111111,0.114503816793893,0.0866141732283465,0.0573770491803279,0.0873015873015873,0.072,0.0573770491803279,0.072,0.0416666666666667,0.00862068965517241,0.0258620689655172
"adapt_alpha9",0.0573770491803279,0.0650406504065041,0.056910569105691,0.121212121212121,0.0666666666666667,0.125984251968504,0.134328358208955,0.08,0.072,0.114503816793893,0.140740740740741,0.0866141732283465,0.0866141732283465,0.056910569105691,0.136363636363636,0.0598290598290598,0.0756302521008403,0.134328358208955,0.096,0.0416666666666667,0,0.0866141732283465,0.134328358208955,0.111111111111111,0.0645161290322581,0.0645161290322581,0.05,0.140740740740741,0.0894308943089431,0.072,0.0769230769230769,0.122137404580153,0.116279069767442,0.0434782608695652,0.0645161290322581,0.072,0.0427350427350427,0.0588235294117647,0.0866141732283465,0.12,0.147058823529412,0.149253731343284,0.107692307692308,0.103174603174603,0.09375,0.0756302521008403,0.0650406504065041,0.0650406504065041,0.140740740740741,0.0172413793103448,0.110236220472441,0.102362204724409,0.0887096774193548,0.1015625,0.0725806451612903,0.0887096774193548,0.09375,0.125984251968504,0.107692307692308,0.171428571428571,0.0894308943089431,0.0645161290322581,0.10077519379845,0.0512820512820513,0.147286821705426,0.121212121212121,0.102362204724409,0.107692307692308,0.0683760683760684,0.0170940170940171,0.0645161290322581,0.072,0.072,0.072,0.0573770491803279,0.129770992366412,0.153284671532847,0.0650406504065041,0.118110236220472,0.0645161290322581,0.0254237288135593,0.0573770491803279,0.0866141732283465,0.140740740740741,0.1,0.0336134453781513,0.072,0.0427350427350427,0.111111111111111,0.111111111111111,0.121212121212121,0.0866141732283465,0.0650406504065041,0.094488188976378,0.072,0.0725806451612903,0.10077519379845,0.0416666666666667,0.00862068965517241,0.0258620689655172
"adapt_alpha10",0.0573770491803279,0.0725806451612903,0.072,0.121212121212121,0.0819672131147541,0.191489361702128,0.147058823529412,0.08,0.0793650793650794,0.114503816793893,0.147058823529412,0.0866141732283465,0.140740740740741,0.09375,0.136363636363636,0.0672268907563025,0.0826446280991736,0.134328358208955,0.114503816793893,0.0650406504065041,0,0.0866141732283465,0.134328358208955,0.111111111111111,0.0645161290322581,0.10077519379845,0.0731707317073171,0.140740740740741,0.0894308943089431,0.0866141732283465,0.0769230769230769,0.141791044776119,0.116279069767442,0.0517241379310345,0.072,0.072,0.0504201680672269,0.0588235294117647,0.114503816793893,0.143939393939394,0.147058823529412,0.149253731343284,0.121212121212121,0.103174603174603,0.10077519379845,0.0826446280991736,0.0650406504065041,0.0873015873015873,0.140740740740741,0.0172413793103448,0.110236220472441,0.102362204724409,0.0887096774193548,0.122137404580153,0.0725806451612903,0.0887096774193548,0.09375,0.13953488372093,0.12781954887218,0.177304964539007,0.0967741935483871,0.0645161290322581,0.121212121212121,0.0588235294117647,0.147286821705426,0.121212121212121,0.102362204724409,0.12781954887218,0.076271186440678,0.0170940170940171,0.0645161290322581,0.072,0.0793650793650794,0.0866141732283465,0.0650406504065041,0.149253731343284,0.2,0.0650406504065041,0.118110236220472,0.0866141732283465,0.0254237288135593,0.0650406504065041,0.10077519379845,0.147058823529412,0.114754098360656,0.0650406504065041,0.072,0.0737704918032787,0.156716417910448,0.111111111111111,0.147058823529412,0.09375,0.0873015873015873,0.094488188976378,0.0793650793650794,0.0793650793650794,0.121212121212121,0.10077519379845,0.0573770491803279,0.0258620689655172
