"","V1","V2","V3","V4"
"result.1",0.0285714285714286,0,0.122448979591837,0.14
"result.2",0,0,0.0985915492957746,0.12
"result.3",0.0434782608695652,0,0.16,0.180555555555556
"result.4",0.0217391304347826,0,0.0545454545454545,0.0526315789473684
"result.5",0.0277777777777778,0,0.0909090909090909,0.0909090909090909
"result.6",0.048780487804878,0,0.0740740740740741,0.0740740740740741
"result.7",0,0,0.126984126984127,0.125
"result.8",0.0714285714285714,0,0.120689655172414,0.133333333333333
"result.9",0.0465116279069767,0,0.0588235294117647,0.0465116279069767
"result.10",0.0576923076923077,0,0.078125,0.0952380952380952
"result.11",0.0540540540540541,0,0.117647058823529,0.0697674418604651
"result.12",0.0444444444444444,0,0.0444444444444444,0.0465116279069767
"result.13",0,0,0.106060606060606,0.164383561643836
"result.14",0.117647058823529,0,0.12,0.132075471698113
"result.15",0.0238095238095238,0,0.0909090909090909,0.126984126984127
"result.16",0.0196078431372549,0,0.0185185185185185,0.0357142857142857
"result.17",0.0416666666666667,0,0.107692307692308,0.09375
"result.18",0.0208333333333333,0,0.136986301369863,0.0727272727272727
"result.19",0.0555555555555556,0,0.109090909090909,0.1
"result.20",0.0545454545454545,0,0.0563380281690141,0.0833333333333333
"result.21",0.0952380952380952,0,0.211111111111111,0.21978021978022
"result.22",0.0434782608695652,0,0.136986301369863,0.138888888888889
"result.23",0.037037037037037,0,0.114285714285714,0.0645161290322581
"result.24",0.0408163265306122,0,0.09375,0.109375
"result.25",0.0212765957446809,0,0.02,0.02
"result.26",0.0222222222222222,0,0.09375,0.0909090909090909
"result.27",0.0377358490566038,0,0.117647058823529,0.126760563380282
"result.28",0.0517241379310345,0,0.0483870967741935,0.0555555555555556
"result.29",0.06,0,0.112903225806452,0.123076923076923
"result.30",0.0652173913043478,0,0.107692307692308,0.0909090909090909
"result.31",0.04,0,0.106060606060606,0.0701754385964912
"result.32",0.0851063829787234,0,0.211267605633803,0.111111111111111
"result.33",0,0,0.0727272727272727,0.0727272727272727
"result.34",0,0,0,0.0833333333333333
"result.35",0.0634920634920635,0,0.123456790123457,0.121951219512195
"result.36",0.0377358490566038,0,0.175,0.182926829268293
"result.37",0.024390243902439,0,0.025,0.0238095238095238
"result.38",0.0869565217391304,0,0.0983606557377049,0.111111111111111
"result.39",0,0,0.126760563380282,0.125
"result.40",0.03125,0,0.0434782608695652,0.0416666666666667
"result.41",0.0625,0,0.116666666666667,0.103448275862069
"result.42",0,0,0.138461538461538,0.145161290322581
"result.43",0,0,0.0666666666666667,0.0377358490566038
"result.44",0.0425531914893617,0,0.0222222222222222,0.0238095238095238
"result.45",0.0344827586206897,0,0.108108108108108,0.10958904109589
"result.46",0.0181818181818182,0,0.0461538461538462,0.0327868852459016
"result.47",0.0333333333333333,0,0.037037037037037,0.04
"result.48",0.0555555555555556,0,0.117647058823529,0.128571428571429
"result.49",0.08,0,0.08,0.08
"result.50",0,0,0.0714285714285714,0.06
"result.51",0,0,0.0793650793650794,0.0666666666666667
"result.52",0.0208333333333333,0,0.0483870967741935,0.0363636363636364
"result.53",0.0212765957446809,0,0.101449275362319,0.0923076923076923
"result.54",0,0,0.0972222222222222,0.0476190476190476
"result.55",0.0434782608695652,0,0.09375,0.121212121212121
"result.56",0.0222222222222222,0,0.164383561643836,0.0645161290322581
"result.57",0.0294117647058824,0,0.153846153846154,0.116666666666667
"result.58",0.0833333333333333,0,0.114285714285714,0.114285714285714
"result.59",0.0434782608695652,0,0.0238095238095238,0.0444444444444444
"result.60",0,0,0,0
"result.61",0,0,0.0625,0.0333333333333333
"result.62",0.0512820512820513,0,0.142857142857143,0.140625
"result.63",0,0,0.138461538461538,0.125
"result.64",0,0,0.0181818181818182,0.0517241379310345
"result.65",0,0,0.0476190476190476,0.0461538461538462
"result.66",0.06,0,0.126984126984127,0.129032258064516
"result.67",0.0576923076923077,0,0.0465116279069767,0.025
"result.68",0.0697674418604651,0,0.0789473684210526,0.0540540540540541
"result.69",0.02,0,0.0327868852459016,0.0606060606060606
"result.70",0.0465116279069767,0,0.0576923076923077,0.0740740740740741
"result.71",0,0,0.0172413793103448,0.0317460317460317
"result.72",0.0384615384615385,0,0.209876543209877,0.17948717948718
"result.73",0.0377358490566038,0,0.0793650793650794,0.0535714285714286
"result.74",0.0256410256410256,0,0.114285714285714,0.0677966101694915
"result.75",0.0677966101694915,0,0.101449275362319,0.0769230769230769
"result.76",0.0227272727272727,0,0.0434782608695652,0.0434782608695652
"result.77",0.0847457627118644,0,0.121621621621622,0.142857142857143
"result.78",0.0731707317073171,0,0.0566037735849057,0.145161290322581
"result.79",0.048780487804878,0,0.0465116279069767,0.0465116279069767
"result.80",0.0555555555555556,0,0.207792207792208,0.207792207792208
"result.81",0.0188679245283019,0,0.162790697674419,0.195652173913043
"result.82",0.05,0,0.211764705882353,0.175
"result.83",0,0,0.0172413793103448,0.0166666666666667
"result.84",0.0217391304347826,0,0.115942028985507,0.152777777777778
"result.85",0.0925925925925926,0,0.0833333333333333,0.087719298245614
"result.86",0.0408163265306122,0,0.121621621621622,0.118421052631579
"result.87",0,0,0.0727272727272727,0.087719298245614
"result.88",0.0434782608695652,0,0.192771084337349,0.178571428571429
"result.89",0,0,0.0740740740740741,0.0425531914893617
"result.90",0.0517241379310345,0,0.0555555555555556,0.0454545454545455
"result.91",0.1,0,0.111111111111111,0.116666666666667
"result.92",0.0833333333333333,0,0.0952380952380952,0.0952380952380952
"result.93",0.132075471698113,0,0.171052631578947,0.166666666666667
"result.94",0.0465116279069767,0,0.116666666666667,0.145161290322581
"result.95",0.0666666666666667,0,0.147058823529412,0.149253731343284
"result.96",0,0,0.0769230769230769,0.0784313725490196
"result.97",0.0526315789473684,0,0.0819672131147541,0.0895522388059701
"result.98",0.0188679245283019,0,0.0625,0.0895522388059701
"result.99",0.0263157894736842,0,0.157894736842105,0.175438596491228
"result.100",0,0,0.037037037037037,0.0491803278688525
