"","V1","V2","V3","V4","V5","V6"
"1",0.08,0.0633333333333333,0.0542840769892527,0.0670073187911559,0.0690651084603093,0.0656648012532426
"2",0,0,0,0,0,0
"3",0,0,0.0487382350942134,0.0901961694194107,0.0958424548489328,0.0952976997680248
"4",0,0,0.0437692070409462,0.0916712598585634,0.0986583011584637,0.0962350849203636
