"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"adapt_alpha1",0,0.0170940170940171,0.0252100840336134,0,0,0,0.0420168067226891,0,0,0,0,0,0.0413223140495868,0.00854700854700855,0,0,0.0172413793103448,0,0,0,0.00862068965517241,0.00854700854700855,0,0,0.0252100840336134,0,0.00854700854700855,0.00854700854700855,0,0,0.0169491525423729,0.0333333333333333,0.00869565217391304,0.00854700854700855,0.00854700854700855,0,0,0,0,0,0.00854700854700855,0,0.00869565217391304,0,0,0.0169491525423729,0,0.0169491525423729,0,0,0,0,0,0.0172413793103448,0,0,0,0.00900900900900901,0.0254237288135593,0,0,0,0.0169491525423729,0.0172413793103448,0.0169491525423729,0,0.00854700854700855,0,0.00854700854700855,0.00854700854700855,0.00854700854700855,0,0,0,0.0252100840336134,0.00854700854700855,0,0.0252100840336134,0,0,0.0169491525423729,0,0.00869565217391304,0,0,0.00862068965517241,0,0.00854700854700855,0.00854700854700855,0.0172413793103448,0,0.00854700854700855,0,0,0,0,0.00862068965517241,0.00862068965517241,0,0.0258620689655172
"adapt_alpha2",0.0169491525423729,0.0333333333333333,0.0333333333333333,0.0256410256410256,0,0,0.0495867768595041,0.0169491525423729,0,0.0256410256410256,0.0169491525423729,0.00854700854700855,0.0491803278688525,0.00854700854700855,0,0.0169491525423729,0.0172413793103448,0,0,0.0252100840336134,0.0252100840336134,0.0333333333333333,0.0254237288135593,0.0254237288135593,0.0252100840336134,0,0.0169491525423729,0.0252100840336134,0,0.00854700854700855,0.0333333333333333,0.0413223140495868,0.00869565217391304,0.00854700854700855,0.0169491525423729,0,0,0.0252100840336134,0,0.00862068965517241,0.00854700854700855,0,0.00862068965517241,0,0.00854700854700855,0.0413223140495868,0.0169491525423729,0.0333333333333333,0.00854700854700855,0,0,0.0169491525423729,0,0.0256410256410256,0.0252100840336134,0.0336134453781513,0.00854700854700855,0.00884955752212389,0.0416666666666667,0,0.00854700854700855,0.00869565217391304,0.0169491525423729,0.0170940170940171,0.0169491525423729,0,0.00854700854700855,0,0.0252100840336134,0.0169491525423729,0.0333333333333333,0,0,0.00854700854700855,0.0252100840336134,0.0252100840336134,0,0.0333333333333333,0.0491803278688525,0,0.0169491525423729,0,0.00869565217391304,0.00862068965517241,0.00854700854700855,0.0495867768595041,0.0169491525423729,0.00854700854700855,0.00854700854700855,0.056910569105691,0.0169491525423729,0.00854700854700855,0,0,0.0254237288135593,0.00854700854700855,0.0252100840336134,0.0254237288135593,0.00862068965517241,0.05
"adapt_alpha3",0.0169491525423729,0.0333333333333333,0.0491803278688525,0.0333333333333333,0.0413223140495868,0.0170940170940171,0.0495867768595041,0.0169491525423729,0.00900900900900901,0.0420168067226891,0.0169491525423729,0.0169491525423729,0.056910569105691,0.00854700854700855,0.0333333333333333,0.0169491525423729,0.0252100840336134,0,0.0169491525423729,0.0252100840336134,0.0333333333333333,0.0333333333333333,0.0252100840336134,0.0416666666666667,0.0413223140495868,0,0.0169491525423729,0.0413223140495868,0.0169491525423729,0.0169491525423729,0.0491803278688525,0.056910569105691,0.0169491525423729,0.00854700854700855,0.0252100840336134,0,0,0.0252100840336134,0,0.00862068965517241,0.00854700854700855,0,0.00862068965517241,0,0.0169491525423729,0.0866141732283465,0.0491803278688525,0.0333333333333333,0.0413223140495868,0.00854700854700855,0,0.0169491525423729,0,0.0256410256410256,0.0333333333333333,0.0336134453781513,0.00854700854700855,0.0170940170940171,0.0650406504065041,0.00869565217391304,0.0169491525423729,0.00869565217391304,0.0491803278688525,0.0170940170940171,0.0169491525423729,0.0336134453781513,0.0413223140495868,0,0.0252100840336134,0.0169491525423729,0.0413223140495868,0,0.0491803278688525,0.0333333333333333,0.0252100840336134,0.0252100840336134,0,0.0333333333333333,0.0491803278688525,0.00854700854700855,0.0252100840336134,0.0169491525423729,0.00869565217391304,0.00862068965517241,0.0252100840336134,0.0573770491803279,0.0252100840336134,0.00854700854700855,0.0169491525423729,0.056910569105691,0.0169491525423729,0.00854700854700855,0.0491803278688525,0,0.0491803278688525,0.00854700854700855,0.0252100840336134,0.0254237288135593,0.00862068965517241,0.05
"adapt_alpha4",0.0169491525423729,0.0491803278688525,0.0793650793650794,0.0333333333333333,0.0413223140495868,0.0252100840336134,0.09375,0.0252100840336134,0.00892857142857143,0.0495867768595041,0.0169491525423729,0.0252100840336134,0.0645161290322581,0.0252100840336134,0.0333333333333333,0.0169491525423729,0.0333333333333333,0.00869565217391304,0.0169491525423729,0.0413223140495868,0.0413223140495868,0.0413223140495868,0.0252100840336134,0.0416666666666667,0.0491803278688525,0,0.0333333333333333,0.0645161290322581,0.0169491525423729,0.0413223140495868,0.0793650793650794,0.0866141732283465,0.0169491525423729,0.0169491525423729,0.10077519379845,0.0254237288135593,0,0.0866141732283465,0.00854700854700855,0.00862068965517241,0.0252100840336134,0,0.00862068965517241,0.00854700854700855,0.0169491525423729,0.140740740740741,0.0491803278688525,0.0866141732283465,0.0413223140495868,0.00854700854700855,0.00854700854700855,0.0252100840336134,0,0.0256410256410256,0.0413223140495868,0.0495867768595041,0.00854700854700855,0.0336134453781513,0.0793650793650794,0.00869565217391304,0.0169491525423729,0.0170940170940171,0.107692307692308,0.0170940170940171,0.0252100840336134,0.0333333333333333,0.0413223140495868,0,0.056910569105691,0.0169491525423729,0.0491803278688525,0.0170940170940171,0.056910569105691,0.0413223140495868,0.0333333333333333,0.0252100840336134,0,0.0413223140495868,0.0491803278688525,0.0252100840336134,0.0333333333333333,0.0252100840336134,0.00869565217391304,0.00862068965517241,0.0413223140495868,0.072,0.0252100840336134,0.0169491525423729,0.0252100840336134,0.056910569105691,0.0169491525423729,0.0169491525423729,0.072,0,0.10077519379845,0.00854700854700855,0.0333333333333333,0.0254237288135593,0.0336134453781513,0.05
"adapt_alpha5",0.0169491525423729,0.0645161290322581,0.0793650793650794,0.0333333333333333,0.0491803278688525,0.0252100840336134,0.09375,0.0413223140495868,0.00884955752212389,0.0793650793650794,0.0333333333333333,0.056910569105691,0.072,0.0793650793650794,0.0413223140495868,0.0413223140495868,0.0491803278688525,0.0172413793103448,0.072,0.09375,0.056910569105691,0.056910569105691,0.0252100840336134,0.0573770491803279,0.0645161290322581,0.0170940170940171,0.09375,0.171428571428571,0.0413223140495868,0.0645161290322581,0.0793650793650794,0.09375,0.0333333333333333,0.0252100840336134,0.10077519379845,0.0254237288135593,0.0333333333333333,0.09375,0.00854700854700855,0.0170940170940171,0.0491803278688525,0.0491803278688525,0.0333333333333333,0.0333333333333333,0.0169491525423729,0.147058823529412,0.0645161290322581,0.09375,0.0645161290322581,0.00854700854700855,0.0866141732283465,0.0333333333333333,0,0.056910569105691,0.0491803278688525,0.0866141732283465,0.00854700854700855,0.0333333333333333,0.0866141732283465,0.00869565217391304,0.0169491525423729,0.0254237288135593,0.114503816793893,0.0170940170940171,0.0491803278688525,0.072,0.0491803278688525,0,0.056910569105691,0.0333333333333333,0.0491803278688525,0.0170940170940171,0.072,0.0491803278688525,0.0645161290322581,0.0793650793650794,0.0256410256410256,0.0491803278688525,0.0491803278688525,0.0413223140495868,0.0413223140495868,0.0333333333333333,0.00869565217391304,0.0170940170940171,0.0491803278688525,0.072,0.0333333333333333,0.0169491525423729,0.0252100840336134,0.0645161290322581,0.0333333333333333,0.0333333333333333,0.072,0.00854700854700855,0.107692307692308,0.0333333333333333,0.0793650793650794,0.0254237288135593,0.0573770491803279,0.0806451612903226
"adapt_alpha6",0.0252100840336134,0.0645161290322581,0.0866141732283465,0.072,0.0491803278688525,0.0333333333333333,0.09375,0.0491803278688525,0.0508474576271186,0.0866141732283465,0.0333333333333333,0.056910569105691,0.072,0.0793650793650794,0.072,0.056910569105691,0.072,0.0172413793103448,0.072,0.114503816793893,0.056910569105691,0.0645161290322581,0.0252100840336134,0.0573770491803279,0.0866141732283465,0.0413223140495868,0.09375,0.171428571428571,0.0491803278688525,0.0793650793650794,0.0793650793650794,0.107692307692308,0.0413223140495868,0.0491803278688525,0.10077519379845,0.0254237288135593,0.0333333333333333,0.09375,0.0252100840336134,0.0170940170940171,0.0491803278688525,0.0491803278688525,0.0333333333333333,0.0333333333333333,0.0252100840336134,0.153284671532847,0.0645161290322581,0.10077519379845,0.0793650793650794,0.0169491525423729,0.09375,0.0333333333333333,0.0333333333333333,0.0645161290322581,0.0645161290322581,0.10077519379845,0.00854700854700855,0.0333333333333333,0.10077519379845,0.0254237288135593,0.0252100840336134,0.0495867768595041,0.114503816793893,0.0336134453781513,0.0491803278688525,0.09375,0.0793650793650794,0,0.0645161290322581,0.0491803278688525,0.10077519379845,0.0416666666666667,0.072,0.056910569105691,0.0793650793650794,0.09375,0.0416666666666667,0.0645161290322581,0.0491803278688525,0.056910569105691,0.0413223140495868,0.0491803278688525,0.00862068965517241,0.0336134453781513,0.0491803278688525,0.072,0.0333333333333333,0.0413223140495868,0.0413223140495868,0.0645161290322581,0.0333333333333333,0.0333333333333333,0.0793650793650794,0.0169491525423729,0.114503816793893,0.0413223140495868,0.09375,0.0491803278688525,0.0573770491803279,0.088
"adapt_alpha7",0.0252100840336134,0.072,0.09375,0.0866141732283465,0.0491803278688525,0.0491803278688525,0.09375,0.0491803278688525,0.0661157024793388,0.121212121212121,0.0413223140495868,0.0645161290322581,0.072,0.0793650793650794,0.072,0.056910569105691,0.072,0.0172413793103448,0.072,0.114503816793893,0.056910569105691,0.0793650793650794,0.0413223140495868,0.0650406504065041,0.09375,0.0645161290322581,0.12781954887218,0.171428571428571,0.0491803278688525,0.0866141732283465,0.0866141732283465,0.121212121212121,0.0491803278688525,0.056910569105691,0.107692307692308,0.0254237288135593,0.0491803278688525,0.147058823529412,0.0333333333333333,0.0336134453781513,0.072,0.0491803278688525,0.0491803278688525,0.0413223140495868,0.0252100840336134,0.159420289855072,0.09375,0.114503816793893,0.0793650793650794,0.0252100840336134,0.10077519379845,0.0491803278688525,0.0413223140495868,0.0645161290322581,0.10077519379845,0.107692307692308,0.0413223140495868,0.0413223140495868,0.134328358208955,0.0252100840336134,0.0252100840336134,0.0495867768595041,0.114503816793893,0.0336134453781513,0.056910569105691,0.10077519379845,0.0793650793650794,0.00862068965517241,0.0645161290322581,0.114503816793893,0.134328358208955,0.0416666666666667,0.0866141732283465,0.056910569105691,0.0866141732283465,0.12781954887218,0.0645161290322581,0.0645161290322581,0.0491803278688525,0.072,0.056910569105691,0.0491803278688525,0.00862068965517241,0.0413223140495868,0.0491803278688525,0.10077519379845,0.0333333333333333,0.10077519379845,0.0413223140495868,0.0645161290322581,0.0413223140495868,0.0413223140495868,0.0793650793650794,0.0169491525423729,0.12781954887218,0.0413223140495868,0.09375,0.072,0.0573770491803279,0.088
"adapt_alpha8",0.0333333333333333,0.10077519379845,0.10077519379845,0.0866141732283465,0.072,0.0491803278688525,0.09375,0.056910569105691,0.0887096774193548,0.121212121212121,0.0413223140495868,0.0866141732283465,0.072,0.0866141732283465,0.10077519379845,0.056910569105691,0.09375,0.0256410256410256,0.0793650793650794,0.140740740740741,0.056910569105691,0.0866141732283465,0.056910569105691,0.094488188976378,0.10077519379845,0.0645161290322581,0.140740740740741,0.171428571428571,0.0645161290322581,0.0866141732283465,0.09375,0.121212121212121,0.0491803278688525,0.0866141732283465,0.121212121212121,0.0495867768595041,0.0491803278688525,0.147058823529412,0.0333333333333333,0.0725806451612903,0.0866141732283465,0.056910569105691,0.056910569105691,0.072,0.0333333333333333,0.183098591549296,0.10077519379845,0.147058823529412,0.107692307692308,0.0252100840336134,0.107692307692308,0.072,0.0491803278688525,0.10077519379845,0.107692307692308,0.159420289855072,0.0491803278688525,0.056910569105691,0.140740740740741,0.0252100840336134,0.0413223140495868,0.0491803278688525,0.134328358208955,0.0416666666666667,0.0866141732283465,0.121212121212121,0.0793650793650794,0.0254237288135593,0.0645161290322581,0.114503816793893,0.140740740740741,0.0793650793650794,0.0866141732283465,0.0866141732283465,0.09375,0.12781954887218,0.0866141732283465,0.0793650793650794,0.056910569105691,0.0793650793650794,0.0645161290322581,0.072,0.0170940170940171,0.0491803278688525,0.0491803278688525,0.10077519379845,0.0333333333333333,0.10077519379845,0.0793650793650794,0.0793650793650794,0.0413223140495868,0.0491803278688525,0.10077519379845,0.0333333333333333,0.12781954887218,0.0491803278688525,0.10077519379845,0.09375,0.0573770491803279,0.109375
"adapt_alpha9",0.056910569105691,0.140740740740741,0.10077519379845,0.09375,0.0793650793650794,0.0645161290322581,0.121212121212121,0.072,0.096,0.134328358208955,0.0413223140495868,0.0866141732283465,0.072,0.0866141732283465,0.134328358208955,0.056910569105691,0.09375,0.0256410256410256,0.09375,0.159420289855072,0.072,0.10077519379845,0.056910569105691,0.094488188976378,0.10077519379845,0.0645161290322581,0.147058823529412,0.171428571428571,0.0866141732283465,0.0866141732283465,0.09375,0.134328358208955,0.0645161290322581,0.09375,0.121212121212121,0.0495867768595041,0.0866141732283465,0.153284671532847,0.072,0.0725806451612903,0.10077519379845,0.056910569105691,0.056910569105691,0.107692307692308,0.0333333333333333,0.183098591549296,0.107692307692308,0.147058823529412,0.114503816793893,0.0252100840336134,0.107692307692308,0.0866141732283465,0.056910569105691,0.107692307692308,0.107692307692308,0.165467625899281,0.072,0.056910569105691,0.153284671532847,0.0252100840336134,0.056910569105691,0.056910569105691,0.159420289855072,0.0416666666666667,0.0866141732283465,0.121212121212121,0.0793650793650794,0.0254237288135593,0.072,0.140740740740741,0.140740740740741,0.0793650793650794,0.0866141732283465,0.0866141732283465,0.09375,0.134328358208955,0.09375,0.09375,0.0645161290322581,0.0793650793650794,0.072,0.107692307692308,0.0254237288135593,0.056910569105691,0.0645161290322581,0.10077519379845,0.0333333333333333,0.10077519379845,0.0793650793650794,0.0866141732283465,0.0413223140495868,0.0491803278688525,0.10077519379845,0.0333333333333333,0.134328358208955,0.056910569105691,0.107692307692308,0.114503816793893,0.0873015873015873,0.109375
"adapt_alpha10",0.056910569105691,0.140740740740741,0.107692307692308,0.09375,0.0793650793650794,0.072,0.12781954887218,0.072,0.103174603174603,0.134328358208955,0.0413223140495868,0.0866141732283465,0.072,0.114503816793893,0.147058823529412,0.056910569105691,0.09375,0.0495867768595041,0.134328358208955,0.165467625899281,0.09375,0.121212121212121,0.056910569105691,0.094488188976378,0.12781954887218,0.0793650793650794,0.147058823529412,0.177304964539007,0.09375,0.0866141732283465,0.09375,0.134328358208955,0.0645161290322581,0.09375,0.12781954887218,0.056910569105691,0.0866141732283465,0.153284671532847,0.072,0.0725806451612903,0.107692307692308,0.0645161290322581,0.10077519379845,0.147058823529412,0.0333333333333333,0.183098591549296,0.121212121212121,0.153284671532847,0.114503816793893,0.0333333333333333,0.114503816793893,0.0866141732283465,0.072,0.114503816793893,0.121212121212121,0.194444444444444,0.072,0.056910569105691,0.153284671532847,0.0333333333333333,0.056910569105691,0.056910569105691,0.159420289855072,0.0573770491803279,0.09375,0.121212121212121,0.0793650793650794,0.0254237288135593,0.072,0.159420289855072,0.140740740740741,0.0866141732283465,0.09375,0.09375,0.10077519379845,0.134328358208955,0.09375,0.121212121212121,0.0645161290322581,0.09375,0.072,0.114503816793893,0.0573770491803279,0.056910569105691,0.072,0.114503816793893,0.0333333333333333,0.10077519379845,0.0793650793650794,0.10077519379845,0.056910569105691,0.0491803278688525,0.107692307692308,0.072,0.140740740740741,0.09375,0.114503816793893,0.121212121212121,0.0873015873015873,0.109375
