"","V1","V2","V3","V4"
"result.1",0.62,0,0.62,0.612
"result.2",0.56,0,0.576,0.576
"result.3",0.636,0,0.64,0.656
"result.4",0.612,0,0.688,0.7
"result.5",0.592,0,0.644,0.636
"result.6",0.612,0,0.676,0.68
"result.7",0.576,0,0.628,0.624
"result.8",0.64,0,0.744,0.756
"result.9",0.636,0,0.688,0.696
"result.10",0.608,0,0.68,0.676
"result.11",0.632,0,0.708,0.704
"result.12",0.628,0,0.688,0.68
"result.13",0.596,0,0.628,0.6
"result.14",0.56,0,0.572,0.576
"result.15",0.58,0,0.608,0.628
"result.16",0.652,0,0.652,0.668
"result.17",0.612,0,0.624,0.624
"result.18",0.684,0,0.72,0.72
"result.19",0.604,0,0.644,0.656
"result.20",0.576,0,0.576,0.572
"result.21",0.664,0,0.68,0.688
"result.22",0.708,0,0.728,0.728
"result.23",0.604,0,0.656,0.624
"result.24",0.644,0,0.684,0.692
"result.25",0.668,0,0.772,0.772
"result.26",0.64,0,0.684,0.688
"result.27",0.624,0,0.612,0.612
"result.28",0.636,0,0.72,0.732
"result.29",0.632,0,0.692,0.692
"result.30",0.692,0,0.736,0.744
"result.31",0.612,0,0.672,0.664
"result.32",0.632,0,0.64,0.636
"result.33",0.588,0,0.62,0.648
"result.34",0.636,0,0.656,0.656
"result.35",0.628,0,0.644,0.64
"result.36",0.624,0,0.604,0.608
"result.37",0.62,0,0.74,0.736
"result.38",0.624,0,0.536,0.54
"result.39",0.644,0,0.668,0.664
"result.40",0.636,0,0.736,0.72
"result.41",0.612,0,0.64,0.64
"result.42",0.62,0,0.62,0.6
"result.43",0.608,0,0.684,0.68
"result.44",0.592,0,0.652,0.648
"result.45",0.6,0,0.616,0.612
"result.46",0.696,0,0.728,0.736
"result.47",0.624,0,0.628,0.616
"result.48",0.64,0,0.676,0.676
"result.49",0.596,0,0.604,0.608
"result.50",0.68,0,0.792,0.788
"result.51",0.664,0,0.708,0.708
"result.52",0.6,0,0.6,0.612
"result.53",0.592,0,0.692,0.688
"result.54",0.62,0,0.712,0.72
"result.55",0.612,0,0.624,0.62
"result.56",0.596,0,0.608,0.624
"result.57",0.668,0,0.68,0.68
"result.58",0.64,0,0.628,0.628
"result.59",0.62,0,0.656,0.656
"result.60",0.688,0,0.656,0.648
"result.61",0.712,0,0.74,0.74
"result.62",0.604,0,0.648,0.648
"result.63",0.592,0,0.592,0.604
"result.64",0.62,0,0.644,0.648
"result.65",0.636,0,0.664,0.672
"result.66",0.692,0,0.7,0.692
"result.67",0.624,0,0.712,0.712
"result.68",0.644,0,0.732,0.728
"result.69",0.68,0,0.672,0.688
"result.70",0.548,0,0.652,0.628
"result.71",0.58,0,0.58,0.588
"result.72",0.644,0,0.656,0.648
"result.73",0.596,0,0.616,0.616
"result.74",0.644,0,0.656,0.656
"result.75",0.616,0,0.668,0.676
"result.76",0.612,0,0.604,0.596
"result.77",0.596,0,0.616,0.624
"result.78",0.652,0,0.712,0.716
"result.79",0.668,0,0.716,0.716
"result.80",0.616,0,0.664,0.644
"result.81",0.612,0,0.64,0.66
"result.82",0.632,0,0.692,0.688
"result.83",0.628,0,0.628,0.624
"result.84",0.608,0,0.712,0.708
"result.85",0.608,0,0.64,0.66
"result.86",0.632,0,0.632,0.616
"result.87",0.576,0,0.64,0.628
"result.88",0.584,0,0.632,0.616
"result.89",0.584,0,0.64,0.64
"result.90",0.62,0,0.668,0.668
"result.91",0.544,0,0.572,0.58
"result.92",0.58,0,0.604,0.608
"result.93",0.676,0,0.72,0.728
"result.94",0.64,0,0.704,0.672
"result.95",0.672,0,0.704,0.72
"result.96",0.656,0,0.652,0.648
"result.97",0.592,0,0.664,0.676
"result.98",0.6,0,0.616,0.62
"result.99",0.644,0,0.656,0.656
"result.100",0.608,0,0.632,0.6
