"","V1","V2","V3","V4"
"result.1",0.51,0,0.9,0.9
"result.2",0.52,0,0.93,0.93
"result.3",0.51,0,0.84,0.85
"result.4",0.4,0,0.9,0.9
"result.5",0.52,0,0.91,0.92
"result.6",0.45,0,0.89,0.89
"result.7",0.51,0,0.97,0.98
"result.8",0.57,0,0.92,0.92
"result.9",0.42,0,0.89,0.91
"result.10",0.62,0,0.95,0.95
"result.11",0.5,0,0.93,0.93
"result.12",0.47,0,0.91,0.91
"result.13",0.51,0,0.88,0.9
"result.14",0.54,0,0.95,0.95
"result.15",0.46,0,0.88,0.88
"result.16",0.55,0,0.95,0.95
"result.17",0.46,0,0.94,0.95
"result.18",0.49,0,0.9,0.9
"result.19",0.57,0,0.96,0.96
"result.20",0.46,0,0.91,0.9
"result.21",0.51,0,0.93,0.93
"result.22",0.51,0,0.9,0.91
"result.23",0.38,0,0.93,0.93
"result.24",0.47,0,0.93,0.94
"result.25",0.46,0,0.93,0.94
"result.26",0.58,0,0.92,0.93
"result.27",0.52,0,0.93,0.93
"result.28",0.48,0,0.95,0.95
"result.29",0.56,0,0.92,0.92
"result.30",0.37,0,0.87,0.87
"result.31",0.53,0,0.9,0.9
"result.32",0.51,0,0.9,0.9
"result.33",0.55,0,0.87,0.87
"result.34",0.52,0,0.9,0.9
"result.35",0.53,0,0.83,0.83
"result.36",0.47,0,0.91,0.91
"result.37",0.5,0,0.95,0.95
"result.38",0.54,0,0.89,0.89
"result.39",0.55,0,0.97,0.97
"result.40",0.45,0,0.9,0.9
"result.41",0.47,0,0.9,0.9
"result.42",0.59,0,0.98,0.98
"result.43",0.55,0,0.92,0.92
"result.44",0.51,0,0.86,0.86
"result.45",0.46,0,0.91,0.9
"result.46",0.44,0,0.95,0.95
"result.47",0.36,0,0.91,0.91
"result.48",0.49,0,0.93,0.94
"result.49",0.58,0,0.9,0.91
"result.50",0.56,0,0.94,0.94
"result.51",0.54,0,0.96,0.96
"result.52",0.42,0,0.95,0.95
"result.53",0.5,0,0.92,0.92
"result.54",0.58,0,0.93,0.92
"result.55",0.47,0,0.9,0.91
"result.56",0.32,0,0.89,0.9
"result.57",0.48,0,0.95,0.95
"result.58",0.5,0,0.96,0.95
"result.59",0.45,0,0.99,0.98
"result.60",0.62,0,0.92,0.93
"result.61",0.49,0,0.93,0.94
"result.62",0.51,0,0.94,0.94
"result.63",0.56,0,0.91,0.91
"result.64",0.43,0,0.92,0.91
"result.65",0.55,0,0.97,0.97
"result.66",0.5,0,0.91,0.91
"result.67",0.46,0,0.93,0.93
"result.68",0.53,0,0.93,0.93
"result.69",0.51,0,0.93,0.93
"result.70",0.51,0,0.98,0.98
"result.71",0.46,0,0.83,0.83
"result.72",0.58,0,0.91,0.9
"result.73",0.54,0,0.95,0.95
"result.74",0.54,0,0.93,0.93
"result.75",0.56,0,0.93,0.93
"result.76",0.54,0,0.95,0.95
"result.77",0.39,0,0.93,0.93
"result.78",0.52,0,0.93,0.93
"result.79",0.53,0,0.95,0.95
"result.80",0.46,0,0.96,0.96
"result.81",0.49,0,0.95,0.95
"result.82",0.49,0,0.93,0.93
"result.83",0.58,0,0.92,0.92
"result.84",0.6,0,0.93,0.93
"result.85",0.46,0,0.95,0.94
"result.86",0.51,0,0.92,0.92
"result.87",0.52,0,0.97,0.97
"result.88",0.51,0,0.91,0.91
"result.89",0.4,0,0.96,0.95
"result.90",0.54,0,0.96,0.96
"result.91",0.47,0,0.94,0.94
"result.92",0.57,0,0.95,0.95
"result.93",0.49,0,0.91,0.91
"result.94",0.62,0,0.95,0.95
"result.95",0.38,0,0.92,0.93
"result.96",0.43,0,0.92,0.92
"result.97",0.57,0,0.95,0.96
"result.98",0.56,0,0.92,0.92
"result.99",0.56,0,0.9,0.9
"result.100",0.6,0,0.92,0.92
